brand,date,id_val,model,price,year,Wheels,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Version,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train
Opel,2019-01-20, ID: 1974623,Vectra B ,2200.0,2001,,Silver,Sedan,,Left,,,Astragalus,,,200000.0,Mechanical,
Opel,2019-01-20, ID: 1974622,Zafira ,3650.0,2004,,Grey,Minivan / Minibus,,Left,,2004/2003,Petrol,,,140000.0,Mechanical,
Kia,2019-01-20, ID: 1974606,Rio ,6700.0,2012,15,White,Sedan,,Left,4.0,,Petrol,1.6,Grey,89000.0,Automatic,Front
Land Rover,2019-01-20, ID: 1974598,Freelander ,3700.0,2002,,Blue,Truck:,,Left,,SE,Petrol,,,130000.0,Automatic,
Kia,2019-01-20, ID: 1974591,Optima ,8200.0,2014,16,White,Sedan,198.0,Left,4.0,,Petrol,2.4,Grey,52000.0,Automatic,Front
Opel,2019-01-20, ID: 1974584,Combo ,3500.0,2002,,Blue,Furgon:,,Left,,,Astragalus,,,150000.0,Mechanical,
Lexus,2019-01-20, ID: 1974583,GS 300 ,8500.0,2005,,Silver,Sedan,,Left,,,Petrol,,,122000.0,Automatic,
Mitsubishi,2019-01-20, ID: 1974573,Airtrek ,3200.0,2001,,White,Truck:,126.0,Left,,20,Petrol,2.0,Grey,180000.0,Automatic,Wheel drive
Lexus,2019-01-20, ID: 1974572,RX 300 ,5800.0,2001,,Silver,Truck:,,Left,,2001/2000,Petrol,,,165000.0,Automatic,
Opel,2019-01-20, ID: 1974571,Astra ,2600.0,2000,15,black,Hatchback,101.0,Left,4.0,Opel Astra 1.6 Ekotek,Petrol,1.6,black,232000.0,Mechanical,Front
Lexus,2019-01-20, ID: 1974566,IS 250 ,21500.0,2014,18,black,Sedan,,Left,4.0,"F SPORT,POLNI FULL",Petrol,2.5,red,68000.0,Automatic,Rear
Opel,2019-01-20, ID: 1974561,Astra ,3150.0,2002,,Silver,Hatchback,,Left,,POLNI INJEKTOR PRASTOY MATOR,Petrol,,,136000.0,Mechanical,
Opel,2019-01-20, ID: 1974535,Astra ,3100.0,2000,,Silver,Universal,,Left,,,Petrol,,,147500.0,Mechanical,
Lexus,2019-01-20, ID: 1974534,GX 460 ,27900.0,2011,18,White,Truck:,296.0,Left,8.0,MAQUR CARFAX TEXAS 2011-2010 TIV,Petrol,4.6,,130000.0,Automatic,Wheel drive
Opel,2019-01-20, ID: 1974531,Zafira ,4500.0,2003,,Silver,Universal,,Left,,2.2 cep,Petrol,,,204000.0,Mechanical,
Opel,2019-01-20, ID: 1974530,Zafira ,3200.0,2000,15,black,Minivan / Minibus,101.0,Left,4.0,Elegance 1.6 ecotek,Petrol,1.6,black,191000.0,Mechanical,Front
Kia,2019-01-20, ID: 1974529,Optima ,7900.0,2011,17,black,Sedan,,Left,,POLNI FULL PANORAMA EX.SHTAAP,Petrol,2.4,White,69000.0,Automatic,
Opel,2019-01-20, ID: 1974522,Zafira ,4800.0,2003,,Silver,Minivan / Minibus,,Left,,1.8 elegance Z 125 dziauj,Astragalus,,,151000.0,Mechanical,
Opel,2019-01-20, ID: 1974518,Astra ,2800.0,2001,,green,Universal,,Left,,Elegance 1.8 SHAT SHTAP,Petrol,,,193000.0,Automatic,
Kia,2019-01-20, ID: 1974504,Sorento ,12000.0,2012,,Other color,Truck:,,Left,,2.4 L 4*4,Petrol,,,50200.0,Automatic,
Lexus,2019-01-20, ID: 1974502,GX 470 ,13400.0,2005,,White,Sedan,,Left,,Anteri SHAT SHTAP,Astragalus,,,185000.0,Automatic,
Niva,2019-01-20, ID: 1974498,4x4 Urban ,10000.0,2018,,black,Truck:,,Left,,,Petrol,,,2000.0,Mechanical,
Opel,2019-01-20, ID: 1974496,Astra ,2700.0,2001,,Blue,Universal,,Left,,Astra G,Petrol,,,181000.0,Mechanical,
Kia,2019-01-20, ID: 1974487,Optima ,7900.0,2013,,Silver,Sedan,,Left,,Gdi 2.4,Petrol,,,64000.0,Automatic,
Lexus,2019-01-20, ID: 1974486,GX 460 ,24900.0,2010,,White,Truck:,,Left,,,Petrol,4.6,black,158.0,Automatic,
Mitsubishi,2019-01-20, ID: 1974474,Airtrek ,3200.0,2004,,Grey,Universal,,Right,,2wd. 2.4cc.,Astragalus,,,167000.0,Kiaavtomat,
Lexus,2019-01-20, ID: 1974472,LS 460 AWD ,17000.0,2009,,black,Sedan,,Left,,,Petrol,,,90000.0,Automatic,
Mitsubishi,2019-01-20, ID: 1974446,Airtrek ,4700.0,2002,,Silver,Universal,,Left,,,Astragalus,,,128995.0,Automatic,
Opel,2019-01-20, ID: 1974427,Astra ,2700.0,2000,,Blue,Universal,,Left,,1.6 prastoy ijektor,Astragalus,,,194000.0,Mechanical,
Kia,2019-01-20, ID: 1974417,Forte ,6700.0,2012,,Silver,Sedan,,Left,,"2,4 SX SPORT",Petrol,,,12000.0,Automatic,
Kia,2019-01-20, ID: 1974409,Sorento ,5000.0,2003,,Golden,Truck:,,Left,,Kia Sorento 4×4 3.5i EX full,Petrol,,,137000.0,Automatic,
Lexus,2019-01-20, ID: 1974397,GX 470 ,14400.0,2005,,Grey,Truck:,,Left,,California,Petrol,,,121000.0,Automatic,
Opel,2019-01-20, ID: 1974387,Astra ,3300.0,2003,,Blue,Hatchback,,Left,,1.6 prastoy,Petrol,,,118000.0,Mechanical,
Kia,2019-01-20, ID: 1974380,Sorento ,6700.0,2008,,White,Truck:,,Left,,LX 3.3,Petrol,,,142574.0,Automatic,
Lexus,2019-01-20, ID: 1974375,GX 460 ,27700.0,2011,,White,Truck:,,Left,,MAQUR CARFAX 2011 TIV ԱՄԵՆԱ ԷԺԱՆ,Petrol,,,124000.0,Automatic,
Opel,2019-01-20, ID: 1974374,Astra ,3100.0,2002,,Blue,Hatchback,,Left,,,Petrol,,,97000.0,Mechanical,
Opel,2019-01-20, ID: 1974354,Astra ,3250.0,2000,,Silver,Hatchback,,Left,,1.6,Astragalus,,,156000.0,Mechanical,
Lexus,2019-01-20, ID: 1974347,GX 470 ,13200.0,2003,,Grey,Truck:,,Left,,California,Petrol,,,120000.0,Automatic,
Niva,2019-01-20, ID: 1974323,2121 ,5498.0,2012,,White,Truck:,,Left,,,Astragalus,,,64000.0,Mechanical,
Opel,2019-01-20, ID: 1974312,Zafira ,4000.0,2001,16,White,Universal,147.0,Right,4.0,,Astragalus,2.2,black,120000.0,Automatic,Front
Kia,2019-01-20, ID: 1974297,Sorento ,6200.0,2009,,Silver,Truck:,,Left,,Ex,Astragalus,,,114000.0,Automatic,
Kia,2019-01-20, ID: 1974295,Forte ,7400.0,2013,16,black,Sedan,147.0,Left,4.0,1.8 DOHC,Petrol,1.8,black,74000.0,Automatic,Front
Opel,2019-01-20, ID: 1974276,Astra ,4600.0,2008,,White,Hatchback,,Left,,Poxanakum,Astragalus,,,107000.0,Mechanical,
Lexus,2019-01-20, ID: 1974270,RX 350 ,16400.0,2010,,White,Truck:,,Left,,,Petrol,3.5,Beige,114000.0,Automatic,
Opel,2019-01-20, ID: 1974268,Zafira ,3100.0,2001,15,Silver,Universal,101.0,Left,4.0,ORIGINAL VAZQ,Petrol,1.6,black,241000.0,Mechanical,Front
Lexus,2019-01-20, ID: 1974261,GX 460 ,37000.0,2014,20,black,Truck:,301.0,Left,8.0,RESTAYL 093412828,Petrol,4.6,Beige,60000.0,Automatic,Wheel drive
Kia,2019-01-20, ID: 1974207,Optima ,7700.0,2013,,White,Sedan,,Left,,KIA OPTIMA LX ՍԱԿԱՐԿԵԼԻ,Petrol,,,86000.0,Automatic,
Kia,2019-01-20, ID: 1974203,Optima ,7700.0,2014,,White,Sedan,,Left,,KIA OPTIMA LX ՍԱԿԱՐԿԵԼԻ,Petrol,,,86000.0,Automatic,
Kia,2019-01-20, ID: 1974202,Forte ,6200.0,2012,,black,Sedan,,Left,,,Petrol,,,87000.0,Automatic,
Mazda,2019-01-20, ID: 1974200,6 ,12000.0,2014,19,black,Sedan,,Left,,,Petrol,2.5,black,90000.0,Automatic,Front
Kia,2019-01-20, ID: 1974194,Sportage ,12900.0,2013,17,black,Universal,176.0,Left,4.0,"4*4 , 47.000 իրական վազք, DOHC 2",Petrol,2.4,black,47000.0,Automatic,Wheel drive
Lexus,2019-01-20, ID: 1974187,GX 470 ,13800.0,2007,17,black,Universal,263.0,Left,8.0,NOR BERVAC ! 2007 MODEL !,Petrol,4.7,Beige,163610.0,Automatic,Wheel drive
Kia,2019-01-20, ID: 1974184,Sportage ,15600.0,2014,18,black,Truck:,270.0,Left,4.0,SX T-GDI,Petrol,2.0,black,36000.0,Kiaavtomat,Wheel drive
Lexus,2019-01-20, ID: 1974179,ES 350 ,22800.0,2014,,black,Sedan,,Left,,,Petrol,,,49500.0,Automatic,
Mitsubishi,2019-01-20, ID: 1974176,Pajero Pinin (IO) ,4500.0,2006,,Silver,Sedan,,Left,,GDI 2,Petrol,,,122000.0,Automatic,
Lexus,2019-01-20, ID: 1974162,GX 470 ,19000.0,2009,,black,Truck:,,Left,,GX 470,Petrol,,,120000.0,Automatic,
Lexus,2019-01-20, ID: 1974159,GX 470 ,21000.0,2009,,black,Truck:,,Left,,GX 470,Petrol,,,141.0,Automatic,
Lexus,2019-01-20, ID: 1974156,RX 350 ,11300.0,2007,,Grey,Truck:,,Left,6.0,"2007-2008թ.4x4,Նոր բերված Ամերիկ",Petrol,3.5,,121000.0,Automatic,Wheel drive
Lexus,2019-01-20, ID: 1974149,RX 350 ,10700.0,2007,,Grey,Truck:,,Left,6.0,"2007-2008թ.4x4,Նոր բերված Ամերիկ",Petrol,3.5,,107000.0,Automatic,Wheel drive
Lexus,2019-01-20, ID: 1974141,GX 470 ,13800.0,2006,,Golden,Truck:,,Left,,,Petrol,,,155000.0,Automatic,
Lexus,2019-01-20, ID: 1974133,IS 250 ,13900.0,2012,18,White,Sedan,204.0,Left,6.0,2012/2011 VTARVAC CHI EXEL,Petrol,2.5,black,109000.0,Automatic,Rear
Lexus,2019-01-20, ID: 1974116,IS 250 ,8000.0,2007,,White,Sedan,,Left,,2.5 mator,Petrol,,,155000.0,Automatic,
Lexus,2019-01-20, ID: 1974102,GX 470 ,14500.0,2006,17,White,Universal,263.0,Left,8.0,MEQENAN CANAPARIN E !,Petrol,4.7,black,117000.0,Automatic,Wheel drive
Lexus,2019-01-19, ID: 1974098,GX 470 ,24000.0,2009,17,black,Universal,273.0,Left,8.0,ZAVACKOY RESTAYLINGA-2009 MODEL,Petrol,4.7,Beige,159000.0,Automatic,Wheel drive
Lexus,2019-01-19, ID: 1974076,GX 470 ,17500.0,2006,,White,Universal,,Left,,,Petrol,,,125000.0,Automatic,
Kia,2019-01-19, ID: 1974061,Optima ,7800.0,2012,17,White,Sedan,,Left,,,Petrol,2.4,Beige,106000.0,Automatic,
Mitsubishi,2019-01-19, ID: 1974045,Outlander ,5200.0,2005,,Grey,Universal,,Left,,"ՇՏԱՊ,4x4,Նոր է բերված Ամերիկա",Petrol,2.4,,87000.0,Automatic,Wheel drive
Lexus,2019-01-19, ID: 1974035,GX 470 ,18700.0,2007,17,black,Universal,263.0,Left,8.0,FULL KOMPLEKTACIA-V V i T MATOR,Petrol,4.7,,115000.0,Automatic,Wheel drive
Lexus,2019-01-19, ID: 1974017,ES 250 ,21500.0,2012,18,black,Sedan,135.0,Left,6.0,LIMITED EDITION,Petrol,2.5,black,66000.0,Automatic,Front
Opel,2019-01-19, ID: 1974016,Zafira ,4350.0,2004,15,Silver,Minivan / Minibus,,Left,,,Petrol,1.8,black,138000.0,Mechanical,
Opel,2019-01-19, ID: 1974005,Astra ,3000.0,2002,,Silver,Universal,,Left,,prastoi mator 2002-2003,Petrol,,,120000.0,Mechanical,
Kia,2019-01-19, ID: 1973998,Optima ,9300.0,2015,,White,Sedan,200.0,Left,4.0,SHTAP! KIA OPTIMA RESTYLING,Petrol,2.4,black,72000.0,Automatic,Front
Land Rover,2019-01-19, ID: 1973997,Range Rover Evoque ,26000.0,2013,,White,Truck:,,Left,,2.2 td,Diesel,,,86000.0,Automatic,
Niva,2019-01-19, ID: 1973993,2121 ,3300.0,2007,,White,Coupe,,Left,,,Petrol,,,55000.0,Mechanical,
Niva,2019-01-19, ID: 1973971,2121 ,5700.0,2011,16,White,Universal,83.0,Left,4.0,,Petrol,1.7,black,75000.0,Mechanical,Wheel drive
Niva,2019-01-19, ID: 1973970,2121 ,5700.0,2011,16,White,Universal,83.0,Left,4.0,,Petrol,1.7,black,75000.0,Mechanical,Wheel drive
Opel,2019-01-19, ID: 1973967,Zafira ,4000.0,2001,,Silver,Universal,,Left,,,Astragalus,,,250000.0,Mechanical,
Opel,2019-01-19, ID: 1973962,Zafira ,4000.0,2004,,black,Minivan / Minibus,,Left,,2.2 cep,Petrol,,,200000.0,Mechanical,
Opel,2019-01-19, ID: 1973957,Zafira ,5000.0,2003,17,Blue,Minivan / Minibus,,Left,4.0,Opc restayl,Petrol,2.2,black,140000.0,Mechanical,Front
Opel,2019-01-19, ID: 1973928,Astra ,3100.0,2001,,black,Hatchback,,Left,,,Petrol,,,153000.0,Mechanical,
Opel,2019-01-19, ID: 1973924,Astra ,2900.0,2002,15,Blue,Universal,84.0,Left,4.0,,Petrol,1.6,Grey,171000.0,Mechanical,Front
Opel,2019-01-19, ID: 1973920,Meriva ,3000.0,2004,15,black,Hatchback,101.0,Left,4.0,nor bervac,Petrol,1.6,Beige,145000.0,Mechanical,Front
Opel,2019-01-19, ID: 1973917,Astra ,4400.0,2008,,Silver,Hatchback,,Left,,,Astragalus,,,125000.0,Mechanical,
Mitsubishi,2019-01-19, ID: 1973911,Airtrek ,4200.0,2001,,Silver,Universal,,Right,,,Petrol,,,37000.0,Automatic,
Opel,2019-01-19, ID: 1973890,Astra ,2900.0,2000,,Silver,Universal,,Left,,1.8 mator,Petrol,,,194000.0,Mechanical,
Mazda,2019-01-19, ID: 1973884,3 ,9900.0,2014,,White,Sedan,,Left,,,Petrol,,,35000.0,Automatic,
Kia,2019-01-19, ID: 1973880,Forte ,4600.0,2007,,Golden,Sedan,,Left,,Kia Cerato 1.6 DOCH,Petrol,,,128000.0,Kiaavtomat,
Kia,2019-01-19, ID: 1973879,Forte ,5400.0,2011,,red,Sedan,,Left,,,Petrol,,,156000.0,Automatic,
Lexus,2019-01-19, ID: 1973876,GX 460 ,30000.0,2010,18,black,Truck:,301.0,Left,8.0,premum,Petrol,4.6,Beige,100000.0,Automatic,Wheel drive
Kia,2019-01-19, ID: 1973872,Cerato ,4600.0,2007,,Golden,Sedan,,Left,,Kia Cerato 2007 1.6 Doch,Petrol,,,138000.0,Kiaavtomat,
Kia,2019-01-19, ID: 1973871,Cerato ,4600.0,2007,,Golden,Sedan,,Left,,Kia Cerato 2007 1.6 Doch,Petrol,,,138000.0,Kiaavtomat,
Kia,2019-01-19, ID: 1973866,Soul ,6400.0,2010,,black,Hatchback,,Left,,Նոր է բերված Ամերիկա,Petrol,2.0,,118000.0,Automatic,
Mitsubishi,2019-01-19, ID: 1973861,Pajero Pinin (IO) ,4000.0,2003,,black,Truck:,,Left,,,Petrol,,,120000.0,Automatic,
Kia,2019-01-19, ID: 1973860,Sorento ,6200.0,2006,,black,Truck:,,Left,,3.5 4*4 qashox,Astragalus,,,170000.0,Automatic,
Lexus,2019-01-19, ID: 1973853,RX 300 ,4700.0,2000,,White,Sedan,,Left,,4*4,Astragalus,,,160000.0,Automatic,
Niva,2019-01-19, ID: 1973851,2121 ,6000.0,2016,,White,Truck:,,Left,,,Petrol,,,26000.0,Mechanical,
Opel,2019-01-19, ID: 1973850,Combo ,4250.0,2007,,White,Furgon:,,Left,,zavaskoy gaz+benzin CNG nor berv,Petrol,,,113000.0,Mechanical,
Lexus,2019-01-19, ID: 1973843,GS 350 ,59000.0,2017,19,Blue,Sedan,311.0,Left,6.0,,Petrol,3.5,Chestnut,18500.0,Automatic,Wheel drive
Opel,2019-01-19, ID: 1973820,Astra ,2900.0,2000,,Silver,Hatchback,,Left,,"1.6, kandicaner",Petrol,,,137000.0,Mechanical,
Kia,2019-01-19, ID: 1973810,Forte ,4500.0,2012,,black,Sedan,,Left,,"2,0i",Petrol,,,125000.0,Automatic,
Kia,2019-01-19, ID: 1973795,Sorento ,4900.0,2007,,black,Sedan,,Left,,Law Vijakum nor nerkrvac,Petrol,,,105000.0,Automatic,
Opel,2019-01-19, ID: 1973787,Astra ,3200.0,2001,15,Silver,Hatchback,86.0,Left,4.0,POLNI IJEKTR,Petrol,1.6,black,138000.0,Mechanical,Front
Mitsubishi,2019-01-19, ID: 1973777,Pajero Pinin (IO) ,3700.0,2003,,Silver,Truck:,,Left,,,Petrol,,,100000.0,Automatic,
Opel,2019-01-19, ID: 1973773,Astra ,3000.0,2001,15,Silver,Hatchback,86.0,Left,4.0,POLNI IJEKTR,Petrol,1.6,black,170000.0,Mechanical,Front
Kia,2019-01-19, ID: 1973764,Forte ,5400.0,2011,,White,Sedan,,Left,,,Petrol,,,120000.0,Automatic,
Lexus,2019-01-19, ID: 1973762,GX 460 ,43700.0,2015,,White,Truck:,,Left,,46,Petrol,,,29600.0,Automatic,
Opel,2019-01-19, ID: 1973759,Zafira ,3800.0,2000,,Silver,Minivan / Minibus,,Left,,1.8gaz,Petrol,,,230000.0,Mechanical,
Opel,2019-01-19, ID: 1973754,Astra ,3750.0,2003,,Silver,Universal,,Left,,1.8,Petrol,,,110000.0,Mechanical,
Opel,2019-01-19, ID: 1973751,Vectra B ,3500.0,2000,,Blue,Sedan,,Left,,,Petrol,2.0,black,230000.0,Mechanical,Front
Opel,2019-01-19, ID: 1973731,Astra ,3.0927835051546393,2001,,Silver,Universal,,Left,,G,Petrol,,,199000.0,Mechanical,
Opel,2019-01-19, ID: 1973725,Astra ,2499.0,2000,,Silver,Hatchback,,Left,,2.0 DIZEL,Diesel,,,195000.0,Mechanical,
Lexus,2019-01-19, ID: 1973709,RX 400h ,10600.0,2007,,Grey,Truck:,,Left,,,Hybrid:,,,81000.0,Automatic,
Kia,2019-01-19, ID: 1973694,Sorento ,4100.0,2004,,black,Truck:,192.0,Left,6.0,EX FULL,Petrol,3.5,Grey,191000.0,Automatic,Rear
Land Rover,2019-01-19, ID: 1973666,Range Rover Sport ,11300.0,2006,,White,Truck:,,Left,,,Petrol,,,170000.0,Automatic,
Mitsubishi,2019-01-19, ID: 1973658,Pajero Pinin (IO) ,3000.0,2000,,Silver,Truck:,,Left,,,Petrol,,,160000.0,Automatic,
Kia,2019-01-19, ID: 1973648,Forte Coupe ,6200.0,2010,,black,Coupe,,Left,,,Petrol,,,130000.0,Automatic,
Lexus,2019-01-19, ID: 1973630,ES 250 ,8900.0,2010,,black,Sedan,,Left,,,Petrol,,,118000.0,Automatic,
Niva,2019-01-19, ID: 1973613,2121 ,4700.0,2012,,White,Sedan,,Left,,,Astragalus,,,98000.0,Mechanical,
Lexus,2019-01-19, ID: 1973593,RX 200t ,44000.0,2016,,White,Truck:,,Left,,,Petrol,,,44000.0,Automatic,
Lexus,2019-01-19, ID: 1973591,RX 200t ,44000.0,2016,,White,Truck:,,Left,,,Petrol,,,44000.0,Automatic,
Lexus,2019-01-19, ID: 1973588,RX 200t ,44000.0,2016,,White,Truck:,,Left,,Rx 200Turbo,Petrol,,,44000.0,Automatic,
Kia,2019-01-19, ID: 1973583,Forte ,5500.0,2011,,black,Hatchback,,Left,,ZAVACKOY DZAX,Petrol,,,116000.0,Automatic,
Niva,2019-01-19, ID: 1973574,2121 ,6700.0,2016,,White,Coupe,,Left,,,Petrol,,,56000.0,Mechanical,Wheel drive
Lexus,2019-01-19, ID: 1973532,RX 350 ,17000.0,2010,,black,Truck:,,Left,,,Petrol,,,11111.0,Automatic,
Opel,2019-01-19, ID: 1973455,Astra ,3600.0,2001,,Blue,Hatchback,,Left,,1.6 ecotec,Astragalus,,,240000.0,Mechanical,
Lexus,2019-01-19, ID: 1973355,GX 460 ,31500.0,2013,18,black,Truck:,,Left,8.0,FULL 10.2012,Petrol,4.6,Chestnut,112000.0,Automatic,Wheel drive
Lexus,2019-01-19, ID: 1973332,IS 250 ,11800.0,2010,,black,Sedan,,Left,,,Petrol,,,60000.0,Automatic,
Kia,2019-01-19, ID: 1973324,Optima ,7750.0,2013,16,Chestnut,Sedan,,Left,4.0,2013-2012 NOR BERVAC IDEALAKAN,Petrol,2.4,Beige,109000.0,Automatic,Front
Lexus,2019-01-19, ID: 1973240,LS 460 L ,15700.0,2006,,black,Sedan,,Left,,,Petrol,,,210000.0,Automatic,
Kia,2019-01-19, ID: 1973195,Forte ,6300.0,2013,15,red,Sedan,,Left,,,Petrol,2.0,Beige,92000.0,Automatic,Front
Lexus,2019-01-19, ID: 1973165,GX 470 ,15000.0,2006,,White,Truck:,,Left,,Maqur 2006 tvakan,Petrol,,,150000.0,Automatic,
Kia,2019-01-19, ID: 1973155,Optima ,6500.0,2013,,White,Sedan,,Left,,Full panarama,Petrol,2.4,,11111.0,Automatic,
Kia,2019-01-19, ID: 1973124,Sportage ,12700.0,2013,,Grey,Truck:,,Left,,Մատոռը GDI չի,Petrol,,,35500.0,Automatic,
Kia,2019-01-19, ID: 1973114,Forte ,6100.0,2010,15,Grey,Sedan,156.0,Left,4.0,,Petrol,2.0,Beige,120000.0,Automatic,Front
Opel,2019-01-19, ID: 1973059,Astra ,3200.0,2000,,Silver,Sedan,,Left,,,Petrol,,,104000.0,Mechanical,
Lexus,2019-01-19, ID: 1973011,ES 350 ,23200.0,2013,18,black,Sedan,,Left,,FULL,Petrol,3.5,black,39000.0,Automatic,Front
Opel,2019-01-19, ID: 1973004,Astra ,3000.0,2000,,Silver,Hatchback,,Left,,,Petrol,,,147000.0,Mechanical,
Land Rover,2019-01-19, ID: 1972939,Range Rover Sport ,16500.0,2007,,Silver,Truck:,,Left,,,Astragalus,,,200000.0,Automatic,
Opel,2019-01-19, ID: 1972938,Zafira ,3200.0,2000,15,Silver,Universal,115.0,Left,4.0,1.8.16V,Petrol,1.8,Blue,187000.0,Mechanical,Front
Lexus,2019-01-19, ID: 1972903,RX 350 ,9700.0,2007,,White,Universal,,Left,,,Astragalus,,,147.0,Automatic,
Kia,2019-01-19, ID: 1972897,Optima ,10500.0,2013,,White,Sedan,,Left,,,Petrol,,,68954.0,Automatic,
Mitsubishi,2019-01-19, ID: 1972893,Outlander ,7000.0,2007,18,black,Truck:,170.0,Switched from right to left,6.0,XL Restyling,Petrol,2.4,black,110000.0,Variator:,Wheel drive
Lexus,2019-01-19, ID: 1972883,GS 350 ,16500.0,2011,17,White,Sedan,273.0,Left,6.0,ES350 full,Petrol,3.5,Beige,88000.0,Automatic,Front
Mazda,2019-01-19, ID: 1972868,3 ,4200.0,2007,16,Silver,Sedan,150.0,Left,4.0,2l,Petrol,2.0,black,106000.0,Automatic,Front
Lexus,2019-01-19, ID: 1972865,ES 350 ,16500.0,2011,17,White,Sedan,273.0,Left,6.0,Luxury full,Petrol,3.5,Beige,88000.0,Automatic,Front
Mazda,2019-01-19, ID: 1972823,6 ,6250.0,2012,17,black,Sedan,170.0,Left,4.0,MAZDA 6 2.5L SHTAP,Petrol,2.5,black,100000.0,Automatic,Front
Lexus,2019-01-19, ID: 1972819,RX 300 ,5800.0,2000,,Silver,Truck:,,Left,,SPORT PAKET. 4x4 jeep,Astragalus,,,158000.0,Automatic,
Kia,2019-01-19, ID: 1972815,Optima ,8600.0,2014,,black,Sedan,,Left,,2.4 RESTAYL...ANTERI...NOR NERMU,Petrol,,,99000.0,Automatic,
Lexus,2019-01-19, ID: 1972737,GX 470 ,15000.0,2007,,Blue,Universal,,Left,,,Petrol,,,167000.0,Automatic,
Mitsubishi,2019-01-19, ID: 1972732,Airtrek ,4400.0,2002,16,Silver,Universal,,Left,,,Astragalus,2.0,Grey,131000.0,Automatic,Wheel drive
Lexus,2019-01-19, ID: 1972730,GX 470 ,13800.0,2004,,White,Universal,,Left,,NOR BERVATS CARFAX MAQUR RESTYLE,Petrol,,,126000.0,Automatic,
Lexus,2019-01-19, ID: 1972726,GX 470 ,14000.0,2005,,Grey,Universal,,Left,,,Petrol,,,178000.0,Automatic,
Opel,2019-01-19, ID: 1972696,Zafira ,3250.0,2000,,Silver,Universal,,Left,,,Petrol,,,190000.0,Mechanical,
Opel,2019-01-19, ID: 1972689,Zafira ,3250.0,2002,,Blue,Universal,,Left,,,Petrol,,,182000.0,Mechanical,
Opel,2019-01-19, ID: 1972688,Zafira ,3200.0,2002,,Blue,Universal,,Left,,,Petrol,,,182000.0,Mechanical,
Kia,2019-01-19, ID: 1972668,Sportage ,11500.0,2011,,black,Truck:,,Left,,"DOHC 2,4L. 2WD. 2011/2012",Petrol,,,40300.0,Automatic,
Mitsubishi,2019-01-19, ID: 1972663,Outlander ,10700.0,2012,18,White,Truck:,175.0,Left,4.0,2.4 4*4,Petrol,2.4,black,70000.0,Automatic,Wheel drive
Mitsubishi,2019-01-19, ID: 1972662,Outlander ,10300.0,2012,18,Grey,Truck:,150.0,Left,4.0,AsX 2.0.. 4*4,Petrol,2.0,black,100000.0,Automatic,Wheel drive
Mazda,2019-01-19, ID: 1972657,3 ,9000.0,2014,16,White,Sedan,,Left,4.0,Scayactiv 2013/2014,Petrol,2.0,black,38000.0,Automatic,Front
Lexus,2019-01-19, ID: 1972654,GX 470 ,23500.0,2009,17,black,Universal,273.0,Left,8.0,AMENNA FULL KOMPLEKTACYA !,Petrol,4.7,,63000.0,Automatic,Wheel drive
