brand,date,id_val,model,price,year,Wheels,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Version,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train
VAZ(Lada),2018-11-25, ID: 1902800,2107 ,2600.0,2010,,Grey,Sedan,,Switched from right to left,,,Astragalus,,,70000.0,Kiaavtomat,
Volkswagen,2018-11-25, ID: 1902777,Touareg ,7700.0,2006,17,Silver,Truck:,,Left,6.0,3.2 CEPOV MATOR NOR BERVAC FULL,Petrol,3.2,Grey,117000.0,Automatic,Wheel drive
Volkswagen,2018-11-25, ID: 1902763,Touareg ,5700.0,2003,,Grey,Universal,,Left,,3.2 mator,Astragalus,,,260000.0,Automatic,
Volvo,2018-11-25, ID: 1902762,XC90 ,7000.0,2005,,black,Truck:,,Left,,"2,9bi turbo 4WD",Astragalus,,,270.0,Automatic,
Volkswagen,2018-11-25, ID: 1902754,Touareg ,8400.0,2008,19,White,Truck:,,Left,6.0,2008-2009 RESTYLING 3.6 CEPOV MA,Petrol,3.6,Beige,148000.0,Automatic,Wheel drive
Subaru,2018-11-25, ID: 1902730,Legacy ,5999.0,2006,17,Blue,Sedan,180.0,Right,4.0,B-SPORT,Astragalus,2.0,black,121000.0,Automatic,Wheel drive
Volkswagen,2018-11-25, ID: 1902724,Touareg ,6800.0,2003,,Grey,Truck:,,Left,,Full 4.2,Petrol,,,217000.0,Automatic,
Porsche,2018-11-25, ID: 1902706,Cayenne ,10700.0,2004,,Cherry,Truck:,,Left,,,Petrol,,,150.0,Automatic,
Volkswagen,2018-11-25, ID: 1902703,Golf ,3900.0,2005,,Silver,Hatchback,,Left,,GORDZ. DZAX RUYL,Petrol,,,101000.0,Automatic,
Porsche,2018-11-25, ID: 1902660,Cayenne ,9400.0,2006,,black,Truck:,,Left,,Nor bervac 3.2 mator 2006-2005t,Astragalus,,,146000.0,Automatic,
Porsche,2018-11-25, ID: 1902659,Cayenne ,12500.0,2009,,black,Truck:,,Left,,4.8 prastoy mator,Petrol,,,170000.0,Automatic,
Volkswagen,2018-11-25, ID: 1902658,Passat ,5300.0,2006,,White,Sedan,200.0,Left,3.0,2 turbo,Petrol,0.2,black,120000.0,Automatic,
Volkswagen,2018-11-25, ID: 1902637,Tiguan ,9000.0,2009,,Grey,Truck:,,Left,,TSI 2.0L. 4x4,Petrol,,,68000.0,Automatic,
Volkswagen,2018-11-25, ID: 1902616,Touareg ,8000.0,2008,,black,Truck:,,Left,,3.6 restayling,Petrol,,,108000.0,Automatic,
Suzuki,2018-11-25, ID: 1902587,SX 4 ,5700.0,2010,,Blue,Universal,,Left,,2.0 chor qashox,Petrol,,,78000.0,Automatic,
Volkswagen,2018-11-24, ID: 1902473,Golf ,3163.9999999999995,2000,,Silver,Universal,,Left,,2 L,Astragalus,,,165000.0,Mechanical,
Porsche,2018-11-24, ID: 1902444,Cayenne ,28500.0,2011,18,White,Truck:,300.0,Left,6.0,Ful,Petrol,3.6,Beige,102000.0,Automatic,Wheel drive
VAZ(Lada),2018-11-24, ID: 1902429,2107 ,1700.0,2004,,White,Sedan,,Left,,Gazov,Astragalus,,,135000.0,Mechanical,
Volkswagen,2018-11-24, ID: 1902358,Passat ,7700.0,2006,17,Silver,Sedan,250.0,Left,6.0,R32 V6 3.2L 4x4 250 Dziauj,Petrol,2.5,black,100000.0,Automatic,Wheel drive
VAZ(Lada),2018-11-24, ID: 1902353,2170 Priora ,3600.0,2008,14,black,Sedan,98.0,Left,16.0,,Astragalus,1.6,black,208000.0,Mechanical,Front
Volkswagen,2018-11-24, ID: 1902330,Tiguan ,10000.0,2010,,White,Universal,,Left,,Tiguan 2.0 T,Petrol,,,190.0,Automatic,
Suzuki,2018-11-24, ID: 1902316,Swift ,8000.0,2013,16,Silver,Hatchback,94.0,Left,4.0,Hatchback 1.2 Dual VVT,Petrol,1.2,black,38000.0,Automatic,Front
Suzuki,2018-11-24, ID: 1902267,XL-7 ,8700.0,2008,,Silver,Sedan,,Left,,24112018,Petrol,,,115000.0,Automatic,
Porsche,2018-11-24, ID: 1902215,Cayenne ,15500.0,2008,,black,Truck:,386.0,Left,,Cayenne S 4.8 Sport,Petrol,,black,100000.0,Automatic,
Volkswagen,2018-11-24, ID: 1902184,Jetta ,2700.0,2000,,black,Sedan,,Left,,2,Astragalus,,,100000.0,Mechanical,
Volkswagen,2018-11-24, ID: 1902155,New Beetle ,2900.0,2000,,Silver,Coupe,,Left,,,Petrol,,,55000.0,Automatic,
VAZ(Lada),2018-11-24, ID: 1902151,2172 Priora ,4300.0,2012,,black,Hatchback,,Left,,,Petrol,,,122000.0,Mechanical,
Suzuki,2018-11-24, ID: 1902072,SX 4 ,4100.0,2006,,black,Hatchback,,Left,,,Petrol,,,131000.0,Automatic,
Volkswagen,2018-11-24, ID: 1902063,New Beetle ,10500.0,2014,16,White,Hatchback,,Left,4.0,,Petrol,1.8,black,65000.0,Automatic,Front
VAZ(Lada),2018-11-24, ID: 1901950,2106 ,1979.381443298969,2005,13,White,Sedan,,Left,4.0,,Astragalus,1.5,black,140000.0,Mechanical,Rear
VAZ(Lada),2018-11-24, ID: 1901928,2105 ,1500.0,2006,13,Aubergine,Sedan,75.0,Left,4.0,Vaz lada 2105,Petrol,1.6,black,86000.0,Mechanical,Rear
VAZ(Lada),2018-11-24, ID: 1901906,2106 ,2400.0,2004,,Cherry,Sedan,,Left,,,Petrol,,,51000.0,Mechanical,
Volkswagen,2018-11-24, ID: 1901879,Jetta ,3300.0,2003,15,black,Sedan,115.0,Left,4.0,,Astragalus,2.0,Beige,151999.0,Automatic,Front
VAZ(Lada),2018-11-24, ID: 1901869,2114 ,5000.0,2013,14,black,Sedan,92.0,Left,16.0,,Petrol,1.7,black,45000.0,Mechanical,Front
Volkswagen,2018-11-24, ID: 1901444,Touareg ,6400.0,2005,,black,Universal,,Left,,TOUAREG 2005-2004,Petrol,,,116000.0,Automatic,
VAZ(Lada),2018-11-24, ID: 1901425,2107 ,2750.0,2009,,Blue,Sedan,,Left,,,Astragalus,,,120000.0,Mechanical,
Volkswagen,2018-11-24, ID: 1901395,Passat ,5100.0,2006,17,Grey,Sedan,200.0,Left,4.0,2.0 TFSI,Petrol,2.0,black,215000.0,Automatic,Front
VAZ(Lada),2018-11-24, ID: 1901352,2107 ,1500.0,2004,,White,Sedan,,Left,,,Astragalus,,,123455.0,Mechanical,
Peugeot,2018-11-24, ID: 1901323,206 ,3200.0,2001,,White,Cabriolet / Rhodes,,Left,,1.6 109ձ,Petrol,,,170000.0,Mechanical,
VAZ(Lada),2018-11-23, ID: 1901271,2121 ,2700.0,2003,16,White,Truck:,,Left,3.0,,Astragalus,1.7,black,180000.0,Mechanical,Wheel drive
Suzuki,2018-11-23, ID: 1901215,Swift ,3150.0,2006,,black,Hatchback,,Right,,1.3,Astragalus,,,108000.0,Automatic,
VAZ(Lada),2018-11-23, ID: 1901201,2107 ,1800.0,2007,,Other color,Sedan,,Left,,vaz 2107,Astragalus,,,87000.0,Mechanical,
VAZ(Lada),2018-11-23, ID: 1901164,2107 ,2500.0,2006,,White,Sedan,,Left,,,Astragalus,,,163000.0,Mechanical,
Volkswagen,2018-11-23, ID: 1901153,Passat CC ,9500.0,2010,,White,Coupe,,Left,,2 turbo,Petrol,2.0,black,170000.0,Automatic,
Subaru,2018-11-23, ID: 1901141,Legacy ,4300.0,2004,,Grey,Universal,,Right,,,Petrol,,,111000.0,Automatic,
VAZ(Lada),2018-11-23, ID: 1901131,2114 ,3200.0,2010,,black,Hatchback,,Left,,,Astragalus,,,127000.0,Mechanical,
Suzuki,2018-11-23, ID: 1901091,SX 4 ,5000.0,2007,,red,Hatchback,,Left,,,Petrol,,,105000.0,Automatic,
Subaru,2018-11-23, ID: 1901038,Legacy ,5300.0,2006,,White,Sedan,,Right,,2.0,Petrol,,,116000.0,Automatic,
Volkswagen,2018-11-23, ID: 1901037,Jetta ,6800.0,2011,16,Grey,Sedan,170.0,Left,5.0,,Petrol,2.5,black,130000.0,Automatic,Front
VAZ(Lada),2018-11-23, ID: 1901024,2172 Priora ,3500.0,2008,,Silver,Hatchback,,Left,,,Astragalus,,,148000.0,Mechanical,
Volkswagen,2018-11-23, ID: 1900961,Jetta ,2100.0,2000,,green,Sedan,,Left,,2.0,Petrol,,,50000.0,Automatic,
VAZ(Lada),2018-11-23, ID: 1900815,2170 Priora ,8300.0,2018,16,White,Sedan,125.0,Left,4.0,Gnelem salonic 40 amyak,Petrol,1.9,black,24000.0,Mechanical,Front
Volvo,2018-11-23, ID: 1900764,XC90 ,5800.0,2003,,White,Truck:,,Left,,2.9,Astragalus,,,160000.0,Automatic,
VAZ(Lada),2018-11-23, ID: 1900498,21099 ,3800.0,2004,,Grey,Sedan,,Left,,Lux,Petrol,,,1111.0,Mechanical,
Porsche,2018-11-23, ID: 1900346,Cayenne ,13000.0,2006,,black,Truck:,,Left,,3.2,Petrol,,,160000.0,Automatic,
Suzuki,2018-11-23, ID: 1900257,Grand Vitara ,10500.0,2010,18,White,Truck:,231.0,Left,6.0,VITARA,Petrol,3.2,Beige,53000.0,Automatic,Rear
VAZ(Lada),2018-11-23, ID: 1900160,2114 ,2400.0,2007,,black,Hatchback,,Left,,1.5 ~ 8 KL,Petrol,,,240000.0,Mechanical,
Porsche,2018-11-23, ID: 1900011,Cayenne ,10000.0,2003,,black,Truck:,,Left,,,Petrol,,,215000.0,Automatic,
Suzuki,2018-11-23, ID: 1899903,SX 4 ,5.154639175257732,2009,16,orange,Hatchback,,Left,,Full,Petrol,2.0,black,110000.0,Automatic,Wheel drive
Volkswagen,2018-11-23, ID: 1899889,Touareg ,8300.0,2005,19,black,Truck:,310.0,Left,8.0,SHAT SHTAP,Astragalus,4.2,black,225000.0,Automatic,Wheel drive
Volkswagen,2018-11-23, ID: 1899841,Phaeton ,27000.0,2010,,black,Sedan,,Left,,,Petrol,,,180000.0,Automatic,
Porsche,2018-11-23, ID: 1899830,Cayenne ,16000.0,2007,,Blue,Sedan,,Left,,S 4.8i Restyling,Petrol,,,135000.0,Automatic,
Volkswagen,2018-11-23, ID: 1899822,Passat ,9300.0,2012,17,black,Sedan,175.0,Left,5.0,FULL 11.2011,Petrol,2.5,Beige,91000.0,Automatic,Front
VAZ(Lada),2018-11-23, ID: 1899791,2114 ,3300.0,2006,,green,Hatchback,,Left,,,Astragalus,,,80000.0,Mechanical,
VAZ(Lada),2018-11-23, ID: 1899786,2114 ,3300.0,2006,,green,Hatchback,,Left,,15,Astragalus,,,80.0,Mechanical,
VAZ(Lada),2018-11-23, ID: 1899734,2107 ,2400.0,2010,,black,Sedan,,Left,,,Petrol,,,88000.0,Automatic,
VAZ(Lada),2018-11-23, ID: 1899717,2114 ,2600.0,2010,14,White,Hatchback,85.0,Left,8.0,Shtap shtap,Petrol,1.6,black,250000.0,Mechanical,Front
Volvo,2018-11-23, ID: 1899703,V70 ,5950.0,2005,18,Silver,Universal,300.0,Left,5.0,,Petrol,2.5,Blue,73000.0,Automatic,Wheel drive
VAZ(Lada),2018-11-23, ID: 1899692,21099 ,2200.0,2004,,Silver,Sedan,,Left,,,Astragalus,,,300000.0,Mechanical,
Porsche,2018-11-22, ID: 1899678,Cayenne ,11000.0,2006,,black,Universal,,Left,,,Petrol,,,103000.0,Automatic,
VAZ(Lada),2018-11-22, ID: 1899661,2110 ,1300.0,2004,,Cherry,Sedan,,Left,,,Astragalus,,,200000.0,Mechanical,
VAZ(Lada),2018-11-22, ID: 1899582,2107 ,1700.0,2008,,White,Sedan,,Left,,0,Astragalus,,,125.0,Mechanical,
VAZ(Lada),2018-11-22, ID: 1899571,2112 ,2200.0,2005,,black,Hatchback,,Left,,,Astragalus,,,330000.0,Mechanical,
VAZ(Lada),2018-11-22, ID: 1899567,2110 ,1500.0,2002,,green,Sedan,,Left,,,Petrol,,,99999.0,Mechanical,
Subaru,2018-11-22, ID: 1899553,Tribeca ,7000.0,2005,,green,Universal,,Left,,3.0 245,Astragalus,,,230000.0,Automatic,
VAZ(Lada),2018-11-22, ID: 1899490,2107 ,3145.0,2010,,black,Universal,,Left,,vaz 2107 2010tiv,Astragalus,,,93000.0,Mechanical,
VAZ(Lada),2018-11-22, ID: 1899465,2121 ,3400.0,2006,,White,Universal,,Left,,,Astragalus,,,240000.0,Mechanical,
Volkswagen,2018-11-22, ID: 1899415,Touareg ,7500.0,2005,,Grey,Truck:,,Left,,,Astragalus,,,175000.0,Automatic,
VAZ(Lada),2018-11-22, ID: 1899403,2107 ,4000.0,2012,,Silver,Sedan,,Left,,,Petrol,,,29000.0,Mechanical,
VAZ(Lada),2018-11-22, ID: 1899339,2112 ,1100.0,2007,,Silver,Hatchback,,Left,,,Astragalus,,,392759.0,Mechanical,
Subaru,2018-11-22, ID: 1899292,Legacy ,4800.0,2004,,Blue,Furgon:,,Right,,2.0 180dz,Petrol,,,185000.0,Automatic,
Volkswagen,2018-11-22, ID: 1899283,Golf ,3200.0,2001,,Silver,Hatchback,,Switched from right to left,,2.0,Astragalus,,,211000.0,Automatic,
Volkswagen,2018-11-22, ID: 1899138,Jetta ,2600.0,2000,,black,Sedan,,Left,,2,Astragalus,,,344000.0,Automatic,
VAZ(Lada),2018-11-22, ID: 1899128,2172 Priora ,5900.0,2013,,White,Hatchback,,Left,,,Petrol,,,90000.0,Mechanical,
VAZ(Lada),2018-11-22, ID: 1899079,2172 Priora ,5900.0,2013,,White,Hatchback,,Left,,1.6 16 k,Petrol,,,90000.0,Mechanical,
VAZ(Lada),2018-11-22, ID: 1899075,2172 Priora ,2900.0,2009,,black,Hatchback,,Left,,20.12.2009,Petrol,,,140000.0,Mechanical,
VAZ(Lada),2018-11-22, ID: 1899057,2107 ,2300.0,2007,,White,Sedan,,Left,,Shat lav meqena e,Astragalus,,,6500.0,Mechanical,
Volkswagen,2018-11-22, ID: 1898919,Tiguan ,9500.0,2009,,Grey,Truck:,,Left,,2.0 L TSI,Petrol,,,68000.0,Automatic,
VAZ(Lada),2018-11-22, ID: 1898909,21099 ,2200.0,2000,,White,Sedan,,Left,,,Astragalus,,,346000.0,Mechanical,
Volkswagen,2018-11-22, ID: 1898762,New Beetle ,6900.0,2009,16,White,Hatchback,115.0,Left,4.0,Japan,Petrol,2.0,black,100000.0,Automatic,Front
Suzuki,2018-11-22, ID: 1898187,SX 4 ,6500.0,2010,,Blue,Hatchback,,Left,,AWD,Petrol,,black,142000.0,Automatic,Wheel drive
VAZ(Lada),2018-11-22, ID: 1898143,2107 ,3500.0,2011,,Silver,Sedan,,Left,,21074,Astragalus,,,80000.0,Mechanical,
Subaru,2018-11-22, ID: 1898137,Outback ,5600.0,2004,17,Silver,Universal,165.0,Right,4.0,,Astragalus,,Grey,145000.0,Automatic,Wheel drive
Volkswagen,2018-11-21, ID: 1898113,Golf ,3200.0,2001,,Silver,Hatchback,,Left,,1.6,Petrol,,,230000.0,Automatic,
Volkswagen,2018-11-21, ID: 1898095,Touareg ,7000.0,2005,,Grey,Truck:,,Left,,,Astragalus,,,250000.0,Automatic,
VAZ(Lada),2018-11-21, ID: 1898077,21099 ,2500.0,2004,,cyan,Sedan,,Left,,,Petrol,,,162982.0,Mechanical,
VAZ(Lada),2018-11-21, ID: 1898059,2114 ,2100.0,2004,,Silver,Sedan,,Left,,,Astragalus,,,150000.0,Mechanical,
VAZ(Lada),2018-11-21, ID: 1898033,21099 ,3000.0,2003,,black,Sedan,,Left,,,Petrol,,,130000.0,Mechanical,
Porsche,2018-11-21, ID: 1897984,Cayenne ,10000.0,2004,,black,Truck:,,Left,,3.2,Petrol,,,140000.0,Automatic,
Porsche,2018-11-21, ID: 1897983,Cayenne ,13800.0,2008,,White,Truck:,,Left,,,Petrol,,,158000.0,Automatic,
VAZ(Lada),2018-11-21, ID: 1897934,2111 ,2000.0,2004,,Grey,Sedan,,Left,,,Astragalus,,,200000.0,Mechanical,
VAZ(Lada),2018-11-21, ID: 1897933,2111 ,2200.0,2004,,Grey,Sedan,,Left,,,Astragalus,,,200000.0,Mechanical,
Volkswagen,2018-11-21, ID: 1897840,Passat ,7000.0,2007,16,Chestnut,Sedan,85\116,Left,4.0,Fsi,Petrol,1.6,black,80000.0,Automatic,Front
VAZ(Lada),2018-11-21, ID: 1897836,2110 ,2300.0,2010,,black,Sedan,,Left,,,Petrol,,,139999.0,Mechanical,
Porsche,2018-11-21, ID: 1897764,Cayenne ,7500.0,2004,,Grey,Universal,,Left,,,Petrol,,,150000.0,Automatic,
VAZ(Lada),2018-11-21, ID: 1897721,21099 ,2700.0,2004,,black,Sedan,,Left,,,Astragalus,,,195000.0,Mechanical,
Porsche,2018-11-21, ID: 1897716,Cayenne ,34000.0,2012,,White,Universal,,Left,,,Petrol,,,61000.0,Automatic,
VAZ(Lada),2018-11-21, ID: 1897664,2107 ,2200.0,2008,,Blue,Sedan,,Left,,,Astragalus,,,84000.0,Mechanical,
Subaru,2018-11-21, ID: 1897647,Forester ,10400.0,2012,,black,Truck:,,Left,,2.5 L prastoy 4*4,Petrol,,,45000.0,Automatic,
VAZ(Lada),2018-11-21, ID: 1897627,2107 ,2700.0,2009,,green,Sedan,,Left,,,Petrol,,,42045.0,Mechanical,
Volkswagen,2018-11-21, ID: 1897616,Passat ,5800.0,2007,17,Other color,Sedan,200.0,Left,,,Petrol,2.0,Beige,207.0,Automatic,Front
VAZ(Lada),2018-11-21, ID: 1897605,2170 Priora ,3200.0,2008,14,black,Sedan,98.0,Left,4.0,,Astragalus,1.6,black,190000.0,Mechanical,Front
VAZ(Lada),2018-11-21, ID: 1897594,2107 ,3300.0,2011,,White,Sedan,,Left,,,Petrol,,,20000.0,Mechanical,
VAZ(Lada),2018-11-21, ID: 1897551,2107 ,2000.0,2006,,White,Sedan,,Left,,,Astragalus,,,11.0,Mechanical,
Porsche,2018-11-21, ID: 1897281,Cayenne ,14500.0,2007,,black,Truck:,,Left,,48,Petrol,,,150000.0,Automatic,
VAZ(Lada),2018-11-21, ID: 1897209,2115 ,2500.0,2005,,black,Sedan,,Left,,,Petrol,,,134000.0,Mechanical,
VAZ(Lada),2018-11-21, ID: 1897175,2115 ,2500.0,2005,,black,Sedan,,Left,,1.5,Petrol,,,134000.0,Mechanical,
Volkswagen,2018-11-21, ID: 1897090,Jetta ,2400.0,2002,15,black,Sedan,110.0,Left,4.0,2.0,Astragalus,2.0,Beige,150000.0,Automatic,Front
VAZ(Lada),2018-11-21, ID: 1897015,21013 ,2100.0,2007,,black,Sedan,,Left,,1.5,Petrol,,,180000.0,Mechanical,
VAZ(Lada),2018-11-21, ID: 1896809,2121 ,3200.0,2006,,White,Truck:,,Left,,,Astragalus,,,185000.0,Mechanical,
Volkswagen,2018-11-21, ID: 1896795,Jetta ,9000.0,2014,,black,Sedan,,Left,,1.8 turbo,Petrol,,,39000.0,Automatic,
VAZ(Lada),2018-11-21, ID: 1896729,2172 Priora ,4700.0,2012,,White,Hatchback,,Left,,,Petrol,,,56000.0,Mechanical,
VAZ(Lada),2018-11-21, ID: 1896723,2170 Priora ,4700.0,2012,,White,Sedan,,Left,,,Petrol,,,56000.0,Mechanical,
Subaru,2018-11-21, ID: 1896722,Legacy ,7200.0,2010,,Grey,Sedan,,Left,,,Petrol,,,98000.0,Automatic,
VAZ(Lada),2018-11-21, ID: 1896716,2170 Priora ,3300.0,2010,,black,Sedan,,Left,,,Petrol,,,156000.0,Mechanical,
Suzuki,2018-11-21, ID: 1896712,SX 4 ,7000.0,2010,,Silver,Hatchback,,Left,,,Astragalus,,,115000.0,Automatic,
Suzuki,2018-11-21, ID: 1896708,SX 4 ,7000.0,2010,,Silver,Hatchback,,Left,,,Astragalus,,,115000.0,Automatic,
VAZ(Lada),2018-11-21, ID: 1896690,Kalina ,1500.0,2006,,Other color,Sedan,,Left,,Taxi,Astragalus,,,335000.0,Mechanical,
Porsche,2018-11-21, ID: 1896554,Cayenne ,47000.0,2013,,White,Truck:,,Left,,GTS,Petrol,,,68000.0,Automatic,
Suzuki,2018-11-21, ID: 1896535,Vitara ,13500.0,2015,,White,Truck:,,Left,,,Petrol,,,58000.0,Mechanical,
Volvo,2018-11-21, ID: 1896525,XC90 ,5000.0,2004,,black,Truck:,,Left,,2.5Turbo,Petrol,,,150000.0,Kiaavtomat,
VAZ(Lada),2018-11-21, ID: 1896522,2170 Priora ,6000.0,2014,14,White,Sedan,98.0,Left,4.0,1.6,Petrol,1.6,black,127000.0,Mechanical,Front
Porsche,2018-11-21, ID: 1896521,Cayenne ,11000.0,2005,,White,Truck:,,Left,,,Petrol,,,105000.0,Automatic,
Volkswagen,2018-11-20, ID: 1896493,Golf ,5100.0,2008,15,White,Coupe,170.0,Left,5.0,Rabbit,Petrol,2.5,black,159000.0,Mechanical,Front
Volkswagen,2018-11-20, ID: 1896475,Passat CC ,11000.0,2011,,black,Sedan,,Left,,2 Turbo,Petrol,,,72000.0,Automatic,
VAZ(Lada),2018-11-20, ID: 1896437,2170 Priora ,4200.0,2012,14,black,Hatchback,98.0,Left,4.0,Luxe,Astragalus,1.6,Grey,130000.0,Mechanical,Front
VAZ(Lada),2018-11-20, ID: 1896436,2172 Priora ,4200.0,2012,14,black,Hatchback,98.0,Left,4.0,Luxe,Astragalus,1.6,Grey,130000.0,Mechanical,Front
Subaru,2018-11-20, ID: 1896398,Legacy ,4000.0,2004,,Silver,Sedan,,Right,,,Petrol,,,150000.0,Automatic,
Volkswagen,2018-11-20, ID: 1896381,Passat ,4800.0,2007,,Grey,Sedan,,Left,,,Petrol,,,120000.0,Automatic,
Volkswagen,2018-11-20, ID: 1896368,Touareg ,20500.0,2012,,black,Truck:,,Left,,Fsi,Petrol,,,100000.0,Automatic,
Porsche,2018-11-20, ID: 1896366,Cayenne ,22000.0,2009,,White,Truck:,,Left,,Gts,Petrol,,,128000.0,Automatic,
VAZ(Lada),2018-11-20, ID: 1896348,2110 ,3000.0,2007,,black,Sedan,,Left,,,Astragalus,,,190.0,Mechanical,
Volkswagen,2018-11-20, ID: 1896322,Passat ,3500.0,2001,,Silver,Sedan,,Left,,"2,8 V6 193",Petrol,,,300000.0,Automatic,
Volkswagen,2018-11-20, ID: 1896300,Touareg ,9800.0,2008,,White,Sedan,,Left,,,Petrol,,,105000.0,Automatic,
Subaru,2018-11-20, ID: 1896223,Forester ,6700.0,2008,17,red,Truck:,,Left,4.0,,Petrol,2.5,black,126000.0,Automatic,Wheel drive
VAZ(Lada),2018-11-20, ID: 1896213,2170 Priora ,3500.0,2007,,black,Sedan,,Left,,,Astragalus,,,140000.0,Mechanical,
Volkswagen,2018-11-20, ID: 1896212,Golf ,3500.0,2003,,Grey,Hatchback,,Left,,1.6,Petrol,,,300000.0,Mechanical,
VAZ(Lada),2018-11-20, ID: 1896195,2172 Priora ,3900.0,2010,,White,Hatchback,,Left,,,Astragalus,,,107000.0,Mechanical,
VAZ(Lada),2018-11-20, ID: 1896186,2172 Priora ,4200.0,2012,14,black,Hatchback,98.0,Left,4.0,Luxe,Astragalus,1.6,Grey,130000.0,Mechanical,Front
Volkswagen,2018-11-20, ID: 1896178,Passat CC ,10000.0,2010,17,Other color,Sedan,200.0,Left,4.0,,Petrol,2.5,black,130000.0,Automatic,Front
Volkswagen,2018-11-20, ID: 1896109,Golf ,3800.0,2001,16,black,Hatchback,116.0,Left,,,Petrol,2.0,,127000.0,Automatic,Front
Peugeot,2018-11-20, ID: 1896077,3008 ,8300.0,2011,,red,Hatchback,,Left,,1.6 turbo,Petrol,,,130000.0,Automatic,
Volkswagen,2018-11-20, ID: 1896006,Caddy ,3500.0,2005,,White,Furgon:,,Left,,1.8,Astragalus,,,130000.0,Mechanical,
VAZ(Lada),2018-11-20, ID: 1895966,2107 ,2100.0,2006,,White,Sedan,,Left,,,Petrol,,,150000.0,Mechanical,
Volkswagen,2018-11-20, ID: 1895961,Caddy ,4200.0,2005,,White,Furgon:,,Left,,1.8 GAZ,Petrol,,,102000.0,Mechanical,
Volkswagen,2018-11-20, ID: 1895894,Jetta ,2750.0,2003,15,Grey,Sedan,125.0,Left,4.0,20,Astragalus,2.0,black,170000.0,Automatic,Front
Subaru,2018-11-20, ID: 1895870,Forester ,1154.639175257732,2000,,Silver,Truck:,,Left,,,Petrol,,,140000.0,Automatic,
VAZ(Lada),2018-11-20, ID: 1895821,2110 ,2200.0,2005,,Silver,Sedan,,Left,,,Astragalus,,,178000.0,Mechanical,
Volkswagen,2018-11-20, ID: 1895811,Bora ,2900.0,2002,,Blue,Sedan,,Left,,2.0,Astragalus,,,226.0,Automatic,
Volkswagen,2018-11-20, ID: 1895797,Caddy ,2500.0,2008,,White,Universal,,Left,,1.9 TDI,Diesel,,,270000.0,Mechanical,
Volkswagen,2018-11-20, ID: 1895782,Jetta ,3150.0,2001,15,black,Sedan,115.0,Left,4.0,,Astragalus,2.0,black,274000.0,Automatic,Front
