brand,date,id_val,model,price,year,Wheels,Color,Body_Style,Horsepower,Hand_Drive,Engine_Cylinders,Version,Engine,Engine_Volume,Interior_Color,Mileage,Gearbox,Drive_train
Honda,2019-01-07, ID: 1955736,CR-V ,9500.0,2011,,White,Universal,,Left,,4x4 restayling,Petrol,,,96000.0,Automatic,
Infiniti,2019-01-07, ID: 1955710,FX35 ,8500.0,2005,18,White,Truck:,280.0,Left,6.0,,Astragalus,3.5,Beige,190000.0,Automatic,Wheel drive
Honda,2019-01-06, ID: 1955690,Accord ,14500.0,2014,18,Grey,Sedan,,Left,,,Petrol,2.5,black,80.0,Automatic,
Ford,2019-01-06, ID: 1955612,Transit ,5850.0,2006,,White,Furgon:,,Left,,ANTERI GERAZANC HOR BERVAC,Diesel,,,124000.0,Mechanical,
Ford,2019-01-06, ID: 1955608,Transit ,6550.0,2008,,White,Furgon:,,Left,,ANTERI GERAZANC HOR BERVAC,Diesel,,,110000.0,Mechanical,
Honda,2019-01-06, ID: 1955600,Accord ,8700.0,2011,,Cherry,Sedan,,Left,,"2,4 mator",Petrol,,,109000.0,Automatic,
Honda,2019-01-06, ID: 1955492,Elysion ,6700.0,2006,17,black,Minivan / Minibus,250.0,Left,6.0,4WD elektrakan 2dur2monitor,Astragalus,3.0,black,83000.0,Automatic,Wheel drive
Ford,2019-01-06, ID: 1955474,Ranger ,3400.0,2002,,black,Pickup,,Left,,4 litr pikap,Astragalus,,,20.0,Mechanical,
Ford,2019-01-06, ID: 1955366,Focus ,7500.0,2013,,Silver,Sedan,,Left,,Prastoy 2.0,Petrol,,,84000.0,Automatic,
Infiniti,2019-01-06, ID: 1955363,FX35 ,9700.0,2004,,black,Truck:,,Left,,,Hybrid:,,,130000.0,Automatic,
Ford,2019-01-06, ID: 1955343,Transit ,2700.0,2000,,White,Furgon:,,Left,,,Diesel,,,122367.0,Mechanical,
Ford,2019-01-06, ID: 1955341,Transit ,2700.0,2000,,White,Furgon:,,Left,,,Diesel,,,122367.0,Mechanical,
Honda,2019-01-06, ID: 1955306,Civic ,4.750515463917526,2005,,Silver,Sedan,,Right,,,Petrol,,,88000.0,Automatic,
Infiniti,2019-01-06, ID: 1955279,FX35 ,8300.0,2005,,Grey,Truck:,,Left,,4x4,Astragalus,,,170000.0,Automatic,
Infiniti,2019-01-06, ID: 1955278,FX35 ,8300.0,2005,,Grey,Truck:,,Left,,4x4,Astragalus,,,170000.0,Automatic,
Infiniti,2019-01-06, ID: 1955277,FX35 ,8300.0,2005,,Grey,Truck:,,Left,,4x4,Astragalus,,,170000.0,Automatic,
Honda,2019-01-06, ID: 1955187,Accord ,8000.0,2007,,black,Sedan,,Left,,2.4,Petrol,,,205000.0,Automatic,
Honda,2019-01-06, ID: 1955080,Odyssey ,6800.0,2007,,Grey,Minivan / Minibus,,Left,,3.5,Petrol,,,150000.0,Automatic,
Honda,2019-01-06, ID: 1954988,CR-V ,7800.0,2007,,black,Truck:,,Left,,,Petrol,,,206000.0,Automatic,
Honda,2019-01-06, ID: 1954891,Fit ,3400.0,2006,,Grey,Hatchback,,Right,,,Petrol,,,84000.0,Variator:,
Honda,2019-01-06, ID: 1954868,CR-V ,14500.0,2012,17,Blue,Truck:,186.0,Left,,,Petrol,2.4,Grey,85000.0,Automatic,Wheel drive
Honda,2019-01-06, ID: 1954796,Civic ,4400.0,2008,,black,Sedan,,Left,,LX,Petrol,,,147000.0,Automatic,
Honda,2019-01-06, ID: 1954785,Elysion ,5200.0,2005,16,White,Minivan / Minibus,160.0,Left,4.0,Dax xek 2005tiv,Petrol,2.4,Beige,140000.0,Automatic,Front
Infiniti,2019-01-06, ID: 1954691,G35 ,6300.0,2004,19,red,Coupe,280.0,Left,6.0,G35 Coupe,Petrol,3.5,Beige,104000.0,Automatic,Rear
Honda,2019-01-06, ID: 1954677,Elysion ,6999.0,2006,17,Grey,Minivan / Minibus,250.0,Right,6.0,V 6 3-oc mator,Astragalus,3.0,Grey,110000.0,Automatic,Front
Honda,2019-01-05, ID: 1954667,Elysion ,8100.0,2007,,White,Minivan / Minibus,,Right,,PRESTIGE FULL KOJ,Astragalus,,,119000.0,Automatic,
Infiniti,2019-01-05, ID: 1954642,QX4 ,6200.0,2001,,White,Truck:,,Left,,,Astragalus,,,150000.0,Automatic,
Honda,2019-01-05, ID: 1954641,Elysion ,5800.0,2005,,White,Minivan / Minibus,,Left,,,Petrol,,,110000.0,Automatic,
Ford,2019-01-05, ID: 1954625,Fusion ,7500.0,2013,,black,Sedan,,Left,,2.5 L,Petrol,,,91000.0,Automatic,
Ford,2019-01-05, ID: 1954618,Focus ,7300.0,2013,,Silver,Sedan,,Left,,2014-2013,Petrol,,,55000.0,Automatic,
Infiniti,2019-01-05, ID: 1954574,FX35 ,16900.0,2012,,Grey,Truck:,,Left,,Restayling,Petrol,,,71000.0,Automatic,
Honda,2019-01-05, ID: 1954565,Civic ,3100.0,2001,14,White,Hatchback,130.0,Right,4.0,,Astragalus,1.7,Beige,150000.0,Automatic,Front
Jeep,2019-01-05, ID: 1954529,Cherokee ,14700.0,2014,,White,Truck:,,Left,,,Petrol,,,100000.0,Automatic,
Honda,2019-01-05, ID: 1954477,CR-V ,4100.0,2000,,Chestnut,Truck:,,Left,,20,Astragalus,,,164000.0,Automatic,
Infiniti,2019-01-05, ID: 1954464,G35 ,6000.0,2005,,Silver,Sedan,,Left,,,Astragalus,,,139000.0,Automatic,
Honda,2019-01-05, ID: 1954460,Elysion ,5000.0,2007,,Silver,Minivan / Minibus,,Left,,2.4 mator,Petrol,2.4,black,119600.0,Automatic,
Ford,2019-01-05, ID: 1954412,Escape ,5000.0,2004,16,Grey,Truck:,,Left,4.0,4 x 4,Astragalus,3.0,Beige,170000.0,Automatic,Wheel drive
Honda,2019-01-05, ID: 1954336,Elysion ,5500.0,2006,,White,Universal,,Left,,,Petrol,,,97000.0,Automatic,
Ford,2019-01-05, ID: 1954302,Explorer ,7800.0,2007,,White,Truck:,,Left,,"Japan,dzax ruyl",Petrol,,,115000.0,Automatic,
Honda,2019-01-05, ID: 1954096,Elysion ,6000.0,2007,,black,Minivan / Minibus,,Left,,2.4,Petrol,,,220000.0,Automatic,
Honda,2019-01-05, ID: 1954091,Elysion ,6300.0,2007,,black,Minivan / Minibus,,Left,,2.4,Petrol,,,220000.0,Automatic,
Honda,2019-01-05, ID: 1954088,Elysion ,6400.0,2008,,White,Minivan / Minibus,,Left,,2.4,Petrol,,,170000.0,Automatic,
Honda,2019-01-05, ID: 1954037,Fit ,2400.0,2002,,White,Hatchback,,Right,,,Petrol,,,187000.0,Variator:,
Jeep,2019-01-04, ID: 1953914,Grand Cherokee ,6500.0,2005,,black,Truck:,,Left,,4×4 LAREDO farsunka gaz 2.4,Astragalus,,,164000.0,Automatic,
Honda,2019-01-04, ID: 1953738,Elysion ,5700.0,2005,,White,Minivan / Minibus,,Right,,,Astragalus,,,160000.0,Automatic,
Honda,2019-01-04, ID: 1953737,Elysion ,5700.0,2005,,White,Minivan / Minibus,,Right,,,Astragalus,,,160000.0,Automatic,
Ford,2019-01-04, ID: 1953727,Fiesta ,7500.0,2015,15,orange,Hatchback,105.0,Left,6.0,Ford Fiesta 2015թ.,Petrol,1.6,black,26000.0,Automatic,Front
Honda,2019-01-04, ID: 1953714,Fit ,3.2989690721649483,2003,,White,Hatchback,,Right,,1.5,Petrol,,,104000.0,Automatic,
GAZ,2019-01-04, ID: 1953667,3110 ,2200.0,2003,,Silver,Sedan,,Left,,,Astragalus,,,111.0,Mechanical,
Honda,2019-01-04, ID: 1953650,Elysion ,7800.0,2007,,black,Minivan / Minibus,,Right,,3.5,Astragalus,,,180000.0,Automatic,
Honda,2019-01-04, ID: 1953645,Elysion ,5600.0,2006,16,black,Minivan / Minibus,,Left,,Honda Elysion 2006 Idealakan,Petrol,2.4,black,143000.0,Automatic,Front
Ford,2019-01-04, ID: 1953631,F150 ,11000.0,2005,17,Blue,Pickup,300.0,Left,8.0,5.4l lariat,Petrol,5.4,Beige,210000.0,Automatic,Wheel drive
Honda,2019-01-04, ID: 1953464,Elysion ,5200.0,2005,16,White,Minivan / Minibus,160.0,Left,4.0,Ղեկը Ձախ,Petrol,2.5,black,140000.0,Automatic,Front
Infiniti,2019-01-04, ID: 1953455,G35 ,4800.0,2003,,Silver,Sedan,,Left,,,Petrol,,,16000.0,Automatic,
Infiniti,2019-01-04, ID: 1953446,FX35 ,13700.0,2009,,White,Truck:,,Left,,rwd,Petrol,,,92000.0,Automatic,
Ford,2019-01-04, ID: 1953440,Transit ,5900.0,2001,,White,Universal,,Left,,ANTERI VIJAK 2000_2001,Diesel,,,155000.0,Mechanical,
Honda,2019-01-04, ID: 1953368,Elysion ,3800.0,2006,17,White,Minivan / Minibus,160.0,Right,4.0,,Petrol,2.4,black,170000.0,Automatic,Front
Honda,2019-01-04, ID: 1953367,Elysion ,3800.0,2006,17,White,Minivan / Minibus,160.0,Right,4.0,,Petrol,2.4,black,170000.0,Automatic,Front
Honda,2019-01-04, ID: 1953366,Elysion ,5500.0,2007,17,black,Minivan / Minibus,160.0,Right,4.0,,Petrol,2.4,black,130000.0,Automatic,Front
Honda,2019-01-04, ID: 1953365,Elysion ,3800.0,2005,17,black,Minivan / Minibus,160.0,Right,4.0,,Petrol,2.4,Beige,129000.0,Automatic,Front
Honda,2019-01-04, ID: 1953359,Elysion ,5500.0,2005,16,black,Sedan,160.0,Left,1.0,2.4 4x4,Petrol,2.4,Beige,160000.0,Automatic,Wheel drive
Chrysler,2019-01-03, ID: 1953328,300 ,8000.0,2004,,black,Sedan,,Left,,2.7,Petrol,,,41000.0,Automatic,
GAZ,2019-01-03, ID: 1953298,31105 ,2000.0,2008,,Silver,Sedan,,Left,,,Astragalus,,,200000.0,Mechanical,
GAZ,2019-01-03, ID: 1953297,31105 ,2000.0,2008,,Silver,Sedan,,Left,,,Astragalus,,,200000.0,Mechanical,
Infiniti,2019-01-03, ID: 1953275,QX4 ,6500.0,2001,,Golden,Truck:,,Left,,,Petrol,,,210000.0,Automatic,
Ford,2019-01-03, ID: 1953248,Transit ,6800.0,2012,,Blue,Minivan / Minibus,,Left,,,Diesel,,,69000.0,Mechanical,
Ford,2019-01-03, ID: 1953234,Fusion ,8600.0,2012,17,black,Sedan,240.0,Left,6.0,2L,Petrol,2.0,black,115000.0,Automatic,Front
Infiniti,2019-01-03, ID: 1953196,FX35 ,16500.0,2011,18,black,Truck:,,Left,6.0,,Petrol,3.5,black,110407.0,Automatic,Wheel drive
Ford,2019-01-03, ID: 1953132,Edge ,9500.0,2007,18,black,Truck:,265.0,Left,6.0,sel,Petrol,3.5,Beige,220000.0,Automatic,Wheel drive
Honda,2019-01-03, ID: 1953101,Elysion ,4900.0,2006,,White,Minivan / Minibus,,Left,,,Petrol,,,1810.0,Automatic,
GAZ,2019-01-03, ID: 1953049,Газель ,3500.0,2008,,White,Minivan / Minibus,,Left,,,Astragalus,,,120000.0,Mechanical,
Hummer,2019-01-03, ID: 1953033,H2 ,21000.0,2007,,White,Truck:,,Left,,,Astragalus,,,107001.0,Automatic,
Ford,2019-01-02, ID: 1952919,Fusion ,13400.0,2016,,White,Sedan,,Left,,"2,5 l",Petrol,,,46000.0,Automatic,
Ford,2019-01-02, ID: 1952882,Focus ,8200.0,2015,15,White,Hatchback,160.0,Left,,,Petrol,2.0,Grey,57000.0,Automatic,
Infiniti,2019-01-02, ID: 1952814,G25 ,9999.0,2011,17,White,Sedan,218.0,Left,6.0,RESTYLING NOR BERAC,Petrol,2.5,Beige,70000.0,Automatic,Rear
Honda,2019-01-02, ID: 1952761,Elysion ,6000.0,2007,,black,Minivan / Minibus,,Left,,Restayling,Petrol,,,153000.0,Automatic,
Honda,2019-01-02, ID: 1952759,Elysion ,6000.0,2007,,White,Minivan / Minibus,,Left,,Restayling,Petrol,,,131000.0,Automatic,
Honda,2019-01-02, ID: 1952758,Elysion ,5800.0,2007,,black,Minivan / Minibus,,Left,,Restayling,Petrol,,,121000.0,Automatic,
Infiniti,2019-01-02, ID: 1952751,FX35 ,18700.0,2012,21,White,Truck:,303.0,Left,6.0,FUL..4×4.KARSHAK.,Petrol,3.5,Beige,106000.0,Automatic,Wheel drive
Honda,2019-01-02, ID: 1952697,CR-V ,6100.0,2005,16,Grey,Truck:,,Left,4.0,,Petrol,2.4,black,160000.0,Automatic,Wheel drive
Ford,2019-01-02, ID: 1952645,Escape ,7809.0,2012,,Grey,Truck:,,Left,,v6 3L,Petrol,,,198000.0,Automatic,
Infiniti,2019-01-01, ID: 1952540,FX35 ,10000.0,2004,,black,Truck:,,Left,,,Petrol,,,100000.0,Automatic,
Honda,2019-01-01, ID: 1952461,Fit ,3100.0,2002,,White,Hatchback,,Right,,03.09.18,Petrol,,,146200.0,Variator:,
Ford,2019-01-01, ID: 1952451,Transit ,5400.0,2005,15,red,Furgon:,85.0,Left,4.0,TDI,Diesel,2.0,Grey,157600.0,Mechanical,Front
Ford,2019-01-01, ID: 1952447,Fiesta ,5000.0,2012,,Grey,Sedan,,Left,,1.6 benzin,Petrol,,,83000.0,Automatic,
Jeep,2018-12-31, ID: 1952425,Liberty ,4300.0,2005,16,black,Truck:,210.0,Left,6.0,4 x 4,Petrol,3.7,Grey,98000.0,Automatic,Wheel drive
GAZ,2018-12-31, ID: 1952310,31105 ,2500.0,2007,,black,Sedan,,Left,,,Astragalus,,,222.0,Mechanical,
Honda,2018-12-31, ID: 1952248,Fit ,3200.0,2006,,Silver,Hatchback,86.0,Right,4.0,1.3 L 86 HP,Astragalus,1.3,Grey,74000.0,Automatic,Front
Honda,2018-12-31, ID: 1952083,Elysion ,6500.0,2006,,black,Sedan,,Right,,,Petrol,,,180000.0,Automatic,
Honda,2018-12-30, ID: 1952028,Elysion ,6700.0,2006,17,black,Minivan / Minibus,250.0,Left,6.0,Restayling,Astragalus,3.0,black,83000.0,Automatic,Wheel drive
Honda,2018-12-30, ID: 1951973,Odyssey ,6700.0,2007,,Blue,Universal,,Left,,EXL,Petrol,,,154000.0,Automatic,
Infiniti,2018-12-30, ID: 1951947,FX35 ,8300.0,2004,,black,Truck:,,Left,,Infinity fx35 benzin,Petrol,,,150000.0,Kiaavtomat,
Ford,2018-12-30, ID: 1951837,Focus ,8300.0,2015,,black,Sedan,,Left,,,Petrol,,,89000.0,Automatic,
GAZ,2018-12-30, ID: 1951796,31105 ,1340.2061855670104,2004,,Golden,Sedan,,Left,,,Astragalus,,,150000.0,Mechanical,
Honda,2018-12-30, ID: 1951772,Stream ,5300.0,2003,,White,Minivan / Minibus,,Right,,,Petrol,,,170000.0,Automatic,
GAZ,2018-12-30, ID: 1951757,31105 ,1300.0,2004,,black,Universal,,Left,,,Astragalus,,,100000.0,Mechanical,
Infiniti,2018-12-30, ID: 1951718,FX35 ,3700.0,2003,,Silver,Universal,,Left,,,Petrol,,,170000.0,Automatic,
GAZ,2018-12-30, ID: 1951704,3110 ,1300.0,2001,,White,Sedan,,Left,,,Astragalus,,,300000.0,Mechanical,
Honda,2018-12-30, ID: 1951642,Elysion ,5200.0,2006,17,black,Universal,170.0,Left,4.0,2.4,Petrol,2.4,black,105000.0,Automatic,Front
Jeep,2018-12-30, ID: 1951637,Grand Cherokee ,6500.0,2005,,black,Truck:,,Left,,4×4 LAREDO farsunka gaz 2.4,Astragalus,,,164000.0,Automatic,
Ford,2018-12-30, ID: 1951626,Transit ,4900.0,2005,,White,Furgon:,,Left,,NOR BERVAC EVROPAIC,Diesel,,,176000.0,Mechanical,
Infiniti,2018-12-30, ID: 1951563,FX35 ,10300.0,2008,,orange,Universal,,Left,,2007-2008,Petrol,,,148000.0,Automatic,
Honda,2018-12-30, ID: 1951553,Edix ,4.597938144329897,2004,,Silver,Universal,,Right,,,Astragalus,,,166000.0,Automatic,
GAZ,2018-12-29, ID: 1951537,31105 ,1400.0,2006,16,black,Sedan,150.0,Left,4.0,,Astragalus,2.4,,220000.0,Mechanical,Rear
Honda,2018-12-29, ID: 1951530,CR-V ,14900.0,2014,,White,Truck:,,Left,,4X4,Petrol,,,112000.0,Automatic,
GAZ,2018-12-29, ID: 1951517,Газель ,1443.298969072165,2002,,White,Minivan / Minibus,,Left,,,Astragalus,,,140000.0,Mechanical,
Infiniti,2018-12-29, ID: 1951508,FX35 ,9000.0,2006,,black,Truck:,,Left,,3.5,Petrol,,,110000.0,Automatic,
Honda,2018-12-29, ID: 1951475,Fit ,3600.0,2008,,black,Sedan,,Right,,Modulo,Petrol,,,160000.0,Variator:,
Ford,2018-12-29, ID: 1951471,Escape ,7000.0,2010,,White,Truck:,,Left,,,Petrol,,,160000.0,Automatic,
Honda,2018-12-29, ID: 1951439,Civic ,2700.0,2000,,Silver,Sedan,,Right,,Honda Domani,Astragalus,1.5,Grey,116000.0,Automatic,Front
Honda,2018-12-29, ID: 1951392,CR-V ,7000.0,2007,,black,Truck:,,Left,,,Petrol,,,140000.0,Automatic,
Infiniti,2018-12-29, ID: 1951381,QX4 ,6800.0,2002,,black,Sedan,,Left,,3.5,Petrol,,,135000.0,Automatic,
Honda,2018-12-29, ID: 1951376,Elysion ,5500.0,2004,,White,Universal,,Right,,3,Petrol,,,150000.0,Automatic,
Honda,2018-12-29, ID: 1951352,Odyssey ,7500.0,2007,,Grey,Universal,,Left,,,Petrol,,,12345.0,Automatic,
Ford,2018-12-29, ID: 1951334,Fusion ,11000.0,2015,,black,Sedan,,Left,,2.5,Petrol,,,71000.0,Automatic,
GAZ,2018-12-29, ID: 1951291,31105 ,2.577319587628866,2005,,black,Sedan,,Left,,,Astragalus,,,33000.0,Mechanical,
Infiniti,2018-12-29, ID: 1951090,FX35 ,7800.0,2005,,black,Truck:,,Left,,,Petrol,,,190000.0,Automatic,
Infiniti,2018-12-29, ID: 1951071,FX35 ,16900.0,2009,,White,Truck:,,Left,,RESTYLING,Astragalus,,,84000.0,Automatic,
Honda,2018-12-29, ID: 1950920,Elysion ,4900.0,2005,,Silver,Minivan / Minibus,,Left,,24 avtomat,Petrol,,,123000.0,Automatic,
Infiniti,2018-12-29, ID: 1950895,G37 ,13300.0,2012,18,White,Sedan,,Left,6.0,XS REYSTAYLING FULL11.2011,Petrol,3.7,black,97000.0,Automatic,Wheel drive
Ford,2018-12-29, ID: 1950865,Transit ,5700.0,2007,,White,Furgon:,,Left,,NOR BERVAC. 110 DZIAUJ,Diesel,,,202000.0,Mechanical,
Ford,2018-12-29, ID: 1950859,Transit ,5900.0,2007,,Silver,Furgon:,,Left,,NOR BERVAC GERMANYAIC,Diesel,,,152000.0,Mechanical,
Honda,2018-12-29, ID: 1950799,Odyssey ,6900.0,2007,16,White,Minivan / Minibus,,Left,6.0,Full,Petrol,3.5,Beige,114000.0,Automatic,Front
Jeep,2018-12-28, ID: 1950764,Cherokee ,6500.0,2001,,black,Truck:,,Left,,4x4 LIMITED,Petrol,,,92000.0,Automatic,
Honda,2018-12-28, ID: 1950720,CR-V ,5400.0,2003,,black,Universal,,Left,,,Petrol,,,210000.0,Automatic,
Ford,2018-12-28, ID: 1950661,Transit ,6800.0,2012,15,White,Minivan / Minibus,85.0,Left,4.0,,Diesel,2.2,Grey,120000.0,Mechanical,Front
Infiniti,2018-12-28, ID: 1950496,FX35 ,8200.0,2004,20,black,Truck:,,Left,6.0,,Astragalus,3.5,black,100000.0,Automatic,Wheel drive
Ford,2018-12-28, ID: 1950449,Fusion ,9800.0,2014,,Other color,Sedan,,Left,,,Petrol,,,79000.0,Automatic,
GAZ,2018-12-28, ID: 1950430,3110 ,1500.0,2002,,Grey,Sedan,,Left,,,Astragalus,,,100000.0,Mechanical,
Infiniti,2018-12-28, ID: 1950418,QX4 ,6100.0,2003,,Blue,Truck:,,Left,,3.5,Astragalus,,,93000.0,Automatic,
Honda,2018-12-28, ID: 1950024,Stepwgn ,4700.0,2006,,White,Universal,,Right,,,Astragalus,,,195000.0,Automatic,
Honda,2018-12-28, ID: 1949989,Elysion ,5500.0,2005,,black,Universal,,Right,,Hexuk gaz,Astragalus,,,185000.0,Automatic,
Honda,2018-12-28, ID: 1949897,Elysion ,5400.0,2005,,White,Minivan / Minibus,,Switched from right to left,,2400,Petrol,,,120000.0,Automatic,
Infiniti,2018-12-28, ID: 1949893,FX35 ,6900.0,2005,,black,Truck:,,Left,,Stap,Petrol,,,135000.0,Automatic,
GAZ,2018-12-28, ID: 1949877,31105 ,1600.0,2004,,Golden,Sedan,,Left,,,Petrol,,,120000.0,Mechanical,
Infiniti,2018-12-28, ID: 1949867,QX4 ,7000.0,2001,,black,Truck:,,Left,,3.5 L,Petrol,,,195000.0,Automatic,
Infiniti,2018-12-28, ID: 1949865,FX35 ,18500.0,2013,,black,Truck:,,Left,,Qx70,Petrol,,,95000.0,Automatic,
Infiniti,2018-12-28, ID: 1949864,QX70 ,18500.0,2013,,black,Truck:,,Left,,Qx70,Petrol,,,95000.0,Automatic,
Ford,2018-12-27, ID: 1949844,Fusion ,11000.0,2015,18,White,Sedan,,Left,4.0,SHTAP,Petrol,2.0,black,92000.0,Automatic,Front
Jeep,2018-12-27, ID: 1949813,Commander ,7300.0,2006,,black,Truck:,,Left,,,Petrol,,,163000.0,Automatic,
Honda,2018-12-27, ID: 1949780,Fit ,2700.0,2007,,Grey,Hatchback,,Right,,,Petrol,,,136750.0,Automatic,
Infiniti,2018-12-27, ID: 1949776,QX4 ,6300.0,2002,,green,Truck:,,Left,,,Petrol,,,130000.0,Automatic,
GAZ,2018-12-27, ID: 1949774,31105 ,2000.0,2002,15,Silver,Sedan,150.0,Left,4.0,,Astragalus,2.5,,230000.0,Mechanical,Rear
Infiniti,2018-12-27, ID: 1949769,FX35 ,16500.0,2010,,White,Truck:,,Left,,2010i 12 amis idealakan vichak,Petrol,,,130000.0,Automatic,
Ford,2018-12-27, ID: 1949761,F150 ,10500.0,2005,,Grey,Truck:,,Left,,,Petrol,,,130000.0,Automatic,
GAZ,2018-12-27, ID: 1949686,3110 ,1900.0,2004,,Silver,Sedan,,Left,,,Astragalus,,,330000.0,Mechanical,
Jaguar,2018-12-27, ID: 1949662,XF ,16000.0,2008,,Silver,Sedan,,Left,,,Petrol,,,130000.0,Automatic,
Honda,2018-12-27, ID: 1949430,CR-V ,8600.0,2009,,White,Universal,,Left,,Exl,Petrol,,,132000.0,Automatic,
Ford,2018-12-27, ID: 1949093,F150 ,11750.0,2007,,black,Pickup,300.0,Left,8.0,XLT / FX4,Petrol,5.4,Grey,144000.0,Automatic,Wheel drive
Ford,2018-12-27, ID: 1949088,F150 ,11750.0,2007,,black,Pickup,300.0,Left,8.0,XLT / FX4,Petrol,5.4,Grey,144000.0,Automatic,Wheel drive
Honda,2018-12-27, ID: 1948903,Elysion ,5400.0,2006,,black,Sedan,,Left,,"Honda Elysion 2,4 dzax",Petrol,,,145000.0,Automatic,
Honda,2018-12-27, ID: 1948884,Accord ,4400.0,2004,15,Silver,Sedan,155.0,Right,4.0,IVTEC 2.0,Petrol,2.0,black,170000.0,Automatic,Front
Chrysler,2018-12-27, ID: 1948803,Town & Country ,2900.0,2003,,Golden,Minivan / Minibus,,Left,,,Petrol,,,170000.0,Automatic,
Honda,2018-12-27, ID: 1948708,Odyssey ,7000.0,2005,,White,Universal,,Left,,,Petrol,,,108000.0,Automatic,
Honda,2018-12-27, ID: 1948666,Elysion ,5200.0,2004,,White,Minivan / Minibus,,Right,,,Astragalus,,,130000.0,Automatic,
Ford,2018-12-27, ID: 1948592,Transit ,8200.0,2007,16,White,Minivan / Minibus,140.0,Left,4.0,,Diesel,2.4,,148500.0,Mechanical,Rear
Honda,2018-12-26, ID: 1948480,CR-V ,7000.0,2002,,black,Truck:,160.0,Left,,,Astragalus,2.4,Grey,146000.0,Automatic,Wheel drive
Honda,2018-12-26, ID: 1948478,Elysion ,6200.0,2007,,black,Minivan / Minibus,,Left,,,Petrol,,,124000.0,Automatic,
Honda,2018-12-26, ID: 1948448,CR-V ,11000.0,2010,17,black,Universal,,Left,4.0,Restyling,Petrol,2.4,Beige,49000.0,Automatic,Front
Ford,2018-12-26, ID: 1948447,Mustang ,5000.0,2002,,Silver,Sedan,,Left,,,Petrol,,,91000.0,Automatic,
Ford,2018-12-26, ID: 1948406,Transit ,6200.0,2006,,Silver,Minivan / Minibus,,Left,,,Diesel,,,170000.0,Mechanical,
Ford,2018-12-26, ID: 1948405,Transit ,6200.0,2007,,Silver,Minivan / Minibus,,Left,,,Diesel,,,86000.0,Mechanical,
Ford,2018-12-26, ID: 1948401,Transit ,7700.0,2004,,red,Minivan / Minibus,,Left,,,Petrol,,,190000.0,Mechanical,
Infiniti,2018-12-26, ID: 1948388,G35 ,6000.0,2005,17,black,Sedan,280.0,Left,6.0,3.5,Petrol,3.5,black,192000.0,Automatic,Rear
Honda,2018-12-26, ID: 1948339,Elysion ,6700.0,2005,14,black,Universal,,Right,,,Astragalus,,black,185000.0,Automatic,Front
Ford,2018-12-26, ID: 1948214,Fusion ,11900.0,2012,,black,Sedan,,Left,,,Petrol,,,54000.0,Automatic,
Honda,2018-12-26, ID: 1948170,Odyssey ,9500.0,2009,,Silver,Universal,,Left,,,Petrol,,,112000.0,Automatic,
Honda,2018-12-26, ID: 1948167,Odyssey ,9500.0,2009,,Silver,Universal,,Left,,,Petrol,,,112000.0,Automatic,
Chrysler,2018-12-26, ID: 1947904,300 C ,6200.0,2005,19,White,Sedan,340.0,Left,8.0,5.7JAPAN,Petrol,5.7,Grey,85000.0,Automatic,Rear
Infiniti,2018-12-26, ID: 1947887,G37 ,13000.0,2008,,black,Coupe,,Left,,Coupe,Petrol,,,140000.0,Automatic,
