,brand,date,id_val,model,price,year,Անվահեծերը,Գույնը,Դռների քանակը,Թափքը,Ձիաուժը,Ղեկը,Մխոցների քանակը,Մոդիֆիկացիան,Շարժիչը,Շարժիչի ծավալը,Սրահի գույնը,Վազքը,Փոխանցման տուփը,Քարշակը
46,Ford, Տեղադրված է՝  01.10.2018, ID: 1832299,Transit ,7 300 $,2006,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,2.4,Դիզել,,,193000 կմ,Մեխանիկական,
47,Honda, Տեղադրված է՝  01.10.2018, ID: 1832293,Elysion ,5 300 $,2006,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Բենզին,,,150000 կմ,Ավտոմատ,
48,Honda, Տեղադրված է՝  01.10.2018, ID: 1832262,Odyssey ,4 600 $,2004,,Արծաթագույն,,Ունիվերսալ,,Աջ,,2.4 l gaz,Գազ,,,175000 կմ,Կիսաավտոմատ,
49,Honda, Տեղադրված է՝  01.10.2018, ID: 1832255,Elysion ,6 900 $,2006,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Աջ,,3.0,Գազ,,,140000 կմ,Ավտոմատ,
50,Ford, Տեղադրված է՝  01.10.2018, ID: 1832198,Transit ,8 500 $,2009,"16""",Սպիտակ,4,Մինիվեն / Միկրոավտոբուս,140,Ձախ,4,,Դիզել,2.4,Մոխրագույն,160000 կմ,Մեխանիկական,Ետևի
51,Honda, Տեղադրված է՝  01.10.2018, ID: 1832190,Pilot ,31 000 $,2016,,Մոխրագույն,,Ամենագնաց,,Ձախ,,,Բենզին,,,14000 կմ,Ավտոմատ,
52,Chrysler, Տեղադրված է՝  01.10.2018, ID: 1832098,300 ,8 700 $,2005,,Արծաթագույն,,Սեդան,,Ձախ,,2.7,Գազ,,,130000 մղոն,Ավտոմատ,
53,Ford, Տեղադրված է՝  01.10.2018, ID: 1832004,Focus ,7 200 $,2012,,Սև,,Հետչբեք,,Ձախ,,SE sport,Բենզին,,,103000 կմ,Ավտոմատ,
54,Honda, Տեղադրված է՝  01.10.2018, ID: 1832003,Elysion ,5 400 $,2005,,Սպիտակ,,Ունիվերսալ,,Ձախ,,,Բենզին,,,20000 կմ,Ավտոմատ,
55,Honda, Տեղադրված է՝  01.10.2018, ID: 1831997,Elysion ,6 300 $,2007,"16""",Սև,5,Մինիվեն / Միկրոավտոբուս,160,Ձախ,4,dzax ruyl.restayling.super avto,Բենզին,2.4,Սև,110000 կմ,Ավտոմատ,Առջևի
56,Ford, Տեղադրված է՝  01.10.2018, ID: 1831965,Fusion ,9 300 $,2013,"17""",Սև,4,Սեդան,180,Ձախ,4,SE Fuul,Բենզին,1.6,Բեժ,116000 կմ,Ավտոմատ,Առջևի
57,Infiniti, Տեղադրված է՝  01.10.2018, ID: 1831937,FX35 ,7 400 $,2005,,Այլ գույն,,Ամենագնաց,,Ձախ,,Fx45,Գազ,,,150000 կմ,Ավտոմատ,
58,Infiniti, Տեղադրված է՝  01.10.2018, ID: 1831911,FX35 ,9 700 $,2007,"18""",Սև,5,Ամենագնաց,280,Ձախ,6,,Բենզին,3.5,Սև,132000 կմ,Ավտոմատ,Լիաքարշակ
59,Infiniti, Տեղադրված է՝  01.10.2018, ID: 1831891,EX35 ,9 800 $,2008,,Այլ գույն,,Ունիվերսալ,,Ձախ,,INFINITI EX35 4*4 FULL,Բենզին,,,75000 մղոն,Ավտոմատ,
60,Honda, Տեղադրված է՝  01.10.2018, ID: 1831850,Elysion ,5 100 $,2005,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Աջ,,3.0,Գազ,,,167000 կմ,Ավտոմատ,
61,Honda, Տեղադրված է՝  01.10.2018, ID: 1831848,Elysion ,7 700 $,2007,,Սև,,Մինիվեն / Միկրոավտոբուս,300,Ձախ,,dzax,Բենզին,3.5,Սև,105000 կմ,Ավտոմատ,
62,Honda, Տեղադրված է՝  01.10.2018, ID: 1831839,Elysion ,6 700 $,2007,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,dzax,Բենզին,,,95000 կմ,Ավտոմատ,
63,Honda, Տեղադրված է՝  01.10.2018, ID: 1831821,Elysion ,8 200 $,2008,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,300,Ձախ,,dzax,Բենզին,3.5,Մոխրագույն,97200 կմ,Ավտոմատ,
64,Honda, Տեղադրված է՝  01.10.2018, ID: 1831764,Inspire ,4 350 $,2003,,Արծաթագույն,,Սեդան,,Աջ,,INSPIRE,Գազ,,,68000 կմ,Ավտոմատ,
65,Fiat, Տեղադրված է՝  01.10.2018, ID: 1831725,Doblo ,4 500 $,2008,"15""",Սպիտակ,5,Ֆուրգոն,76,Ձախ,4,,Գազ,1.4,Սև,123000 կմ,Մեխանիկական,Առջևի
66,Infiniti, Տեղադրված է՝  01.10.2018, ID: 1831721,FX35 ,7 500 $,2003,,Արծաթագույն,,Ամենագնաց,,Ձախ,,3.5 4wd,Գազ,,,116000 մղոն,Ավտոմատ,
67,Infiniti, Տեղադրված է՝  01.10.2018, ID: 1831700,FX35 ,19 000 $,2010,,Սպիտակ,,Ամենագնաց,,Ձախ,,3.5,Բենզին,3.5,,97000 մղոն,Ավտոմատ,
68,GAZ, Տեղադրված է՝  01.10.2018, ID: 1831483,3102 ,2 700 $,2006,,Սև,,Սեդան,130,Ձախ,,,Գազ,,,80000 կմ,Մեխանիկական,
69,Honda, Տեղադրված է՝  01.10.2018, ID: 1831479,Accord ,4 400 $,2003,"15""",Արծաթագույն,4,Սեդան,154,Աջ,1,,Գազ,2.0,Մոխրագույն,135000 կմ,Ավտոմատ,Առջևի
70,Honda, Տեղադրված է՝  01.10.2018, ID: 1831300,Elysion ,7 500 $,2007,,Արծաթագույն,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,FUL PRISTIJ,Բենզին,,,117000 կմ,Ավտոմատ,
71,Ford, Տեղադրված է՝  01.10.2018, ID: 1831247,Transit ,4 600 $,2004,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,2.0,Դիզել,,,165000 կմ,Մեխանիկական,
72,Honda, Տեղադրված է՝  30.09.2018, ID: 1831103,Elysion ,7 900 $,2008,"16""",Սև,5,Մինիվեն / Միկրոավտոբուս,163,Ձախ,6,,Բենզին,2.4,Սև,114000 կմ,Ավտոմատ,Առջևի
73,Honda, Տեղադրված է՝  30.09.2018, ID: 1831092,Elysion ,7 900 $,2008,"16""",Սև,5,Ունիվերսալ,163,Ձախ,6,,Բենզին,2.4,Սև,114000 կմ,Ավտոմատ,Առջևի
74,Infiniti, Տեղադրված է՝  30.09.2018, ID: 1831089,EX35 ,11 000 $,2009,,Մոխրագույն,,Ամենագնաց,,Ձախ,,,Բենզին,,,106000 մղոն,Ավտոմատ,
75,Ford, Տեղադրված է՝  30.09.2018, ID: 1831032,Escape ,5 300 $,2001,,Սև,,Ամենագնաց,,Ձախ,,,Բենզին,,,200000 կմ,Ավտոմատ,
76,Infiniti, Տեղադրված է՝  30.09.2018, ID: 1831000,FX35 ,12 950 $,2009,"19""",Այլ գույն,4,Ամենագնաց,303,Ձախ,6,,Բենզին,3.5,Սև,125000 կմ,Ավտոմատ,Լիաքարշակ
77,Ford, Տեղադրված է՝  30.09.2018, ID: 1830987,Fusion ,11 500 $,2014,"17""",Արծաթագույն,4,Սեդան,170,Ձախ,4,,Հիբրիդ,2.0,Սև,128000 կմ,Ավտոմատ,Առջևի
78,Infiniti, Տեղադրված է՝  30.09.2018, ID: 1830969,FX35 ,9 000 $,2004,"18""",Սև,5,Ունիվերսալ,290,Ձախ,6,3.5 գազ,Բենզին,3.5,Այլ գույն,182000 կմ,Ավտոմատ,Լիաքարշակ
79,Ford, Տեղադրված է՝  30.09.2018, ID: 1830868,Fusion ,10 400 $,2014,,Մոխրագույն,,Սեդան,,Ձախ,,,Բենզին,,,77000 մղոն,Ավտոմատ,
80,Ford, Տեղադրված է՝  30.09.2018, ID: 1830862,Focus ,7 200 $,2014,,Սև,,Հետչբեք,,Ձախ,,,Բենզին,,,54000 մղոն,Ավտոմատ,
81,Ford, Տեղադրված է՝  30.09.2018, ID: 1830829,Transit ,5 800 $,2006,,Սպիտակ,,Ֆուրգոն,,Ձախ,,ANTERI GERAZANC HOR BERVAC,Դիզել,,,117000 կմ,Մեխանիկական,
82,Ford, Տեղադրված է՝  30.09.2018, ID: 1830813,Transit ,5 900 $,2005,"16""",Դեղին,4,Մինիվեն / Միկրոավտոբուս,90,Ձախ,,,Դիզել,2.4,Մոխրագույն,196000 կմ,Մեխանիկական,Ետևի
83,Ford, Տեղադրված է՝  30.09.2018, ID: 1830730,Transit ,7 200 $,2004,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,125,Ձախ,,,Դիզել,2.4,,210000 կմ,Մեխանիկական,
84,Infiniti, Տեղադրված է՝  30.09.2018, ID: 1830728,QX4 ,7 250 $,2002,"17""",Սև,5,Ամենագնաց,240,Ձախ,6,,Բենզին,3.5,Սև,198000 կմ,Ավտոմատ,Լիաքարշակ
85,Ford, Տեղադրված է՝  30.09.2018, ID: 1830704,Transit ,4 900 $,2002,,Սպիտակ,,Ֆուրգոն,,Ձախ,,Nor bervac,Դիզել,,,164000 կմ,Մեխանիկական,
86,Ford, Տեղադրված է՝  30.09.2018, ID: 1830691,Transit ,8 500 $,2006,"16""",Սպիտակ,4,Ֆուրգոն,140,Ձախ,4,Nor bervac,Դիզել,2.4,,170000 կմ,Մեխանիկական,Ետևի
87,Honda, Տեղադրված է՝  30.09.2018, ID: 1830677,Elysion ,7 000 $,2007,"17""",Սև,4,Ունիվերսալ,,Ձախ,6,PRESTIGE. FULL,Բենզին,3.5,Սև,164000 կմ,Ավտոմատ,Առջևի
88,Honda, Տեղադրված է՝  30.09.2018, ID: 1830673,Fit ,3 600 $,2008,"14""",Սև,4,Հետչբեք,,Աջ,,,Բենզին,,,115000 կմ,Ավտոմատ,
89,Honda, Տեղադրված է՝  30.09.2018, ID: 1830634,Pilot ,13 400 $,2009,,Կապույտ,,Ամենագնաց,,Ձախ,,3.5,Բենզին,,,130000 մղոն,Ավտոմատ,
90,Ford, Տեղադրված է՝  30.09.2018, ID: 1830592,Transit ,10 000 $,2008,,Արծաթագույն,,Սեդան,,Ձախ,,Poxanakum Fordi transiti het,Բենզին,,,17000 կմ,Ավտոմատ,
91,Honda, Տեղադրված է՝  30.09.2018, ID: 1830589,CR-V ,6 000 $,2002,,Սև,,Ունիվերսալ,,Ձախ,,,Գազ,,,142 մղոն,Ավտոմատ,
92,Honda, Տեղադրված է՝  30.09.2018, ID: 1830580,Stepwgn ,5 500 $,2006,,Սև,,Ունիվերսալ,,Աջ,,miniven 7 tex,Գազ,,,192000 կմ,Ավտոմատ,
93,Ford, Տեղադրված է՝  30.09.2018, ID: 1830550,Transit ,5 250 $,2004,"15""",Սպիտակ,,Ֆուրգոն,100,Ձախ,4,BERNATAR 2.0 MATOR,Դիզել,2.0,Մոխրագույն,130000 կմ,Մեխանիկական,Առջևի
94,Ford, Տեղադրված է՝  30.09.2018, ID: 1830539,Transit ,6 850 $,2003,"16""",Սպիտակ,4,Ֆուրգոն,,Ձախ,4,BERNATAR 2.4 MATOR PRASTOY FARSU,Դիզել,2.4,Մոխրագույն,132000 կմ,Մեխանիկական,Ետևի
95,Honda, Տեղադրված է՝  30.09.2018, ID: 1830533,Elysion ,5 600 $,2004,,Կապույտ,,Մինիվեն / Միկրոավտոբուս,,Աջ,,3 mator .Gaz 2.,Գազ,,,134000 կմ,Ավտոմատ,
96,Honda, Տեղադրված է՝  30.09.2018, ID: 1830480,Elysion ,6 300 $,2007,,Սպիտակ,,Ունիվերսալ,,Ձախ,,2.4 restayling,Բենզին,,,150000 կմ,Ավտոմատ,
97,Ford, Տեղադրված է՝  30.09.2018, ID: 1830472,Escape ,6 800 $,2007,,Սև,,Ամենագնաց,,Փոխված աջից ձախ,,,Բենզին,,,95000 կմ,Ավտոմատ,
98,Honda, Տեղադրված է՝  30.09.2018, ID: 1830411,Fit ,3 800 $,2008,,Սև,,Հետչբեք,,Աջ,,,Բենզին,,,79000 կմ,Վարիատոր,
99,Infiniti, Տեղադրված է՝  30.09.2018, ID: 1830400,G35 ,6 600 $,2006,,Սպիտակ,,Կուպե,,Ձախ,,,Բենզին,,,140 մղոն,Ավտոմատ,
100,Infiniti, Տեղադրված է՝  30.09.2018, ID: 1830367,G35 ,7 500 $,2005,"19""",Կարմիր,3,Կուպե,280,Ձախ,6,G35 coupe,Բենզին,3.5,Բեժ,103000 մղոն,Ավտոմատ,Ետևի
101,Infiniti, Տեղադրված է՝  30.09.2018, ID: 1830331,FX35 ,8 000 $,2003,,Արծաթագույն,,Ամենագնաց,,Ձախ,,,Գազ,,,200000 կմ,Ավտոմատ,
102,Honda, Տեղադրված է՝  30.09.2018, ID: 1830298,Accord ,4 400 $,2002,,Սպիտակ,,Սեդան,,Աջ,,,Բենզին,,,65000 կմ,Ավտոմատ,
103,Infiniti, Տեղադրված է՝  30.09.2018, ID: 1830250,FX37 ,20 500 $,2013,,Սև,4,Ամենագնաց,333,Ձախ,,,Բենզին,3.7,Սև,46000 մղոն,Ավտոմատ,Լիաքարշակ
104,Honda, Տեղադրված է՝  29.09.2018, ID: 1830149,Elysion ,6 200 $,2005,"16""",Սպիտակ,4,Մինիվեն / Միկրոավտոբուս,160,Աջ,4,2.4: 2.0 balon,Գազ,2.4,Բեժ,214000 կմ,Ավտոմատ,Առջևի
105,Honda, Տեղադրված է՝  29.09.2018, ID: 1830138,CR-V ,9 300 $,2009,"17""",Սպիտակ,,Ունիվերսալ,166,Ձախ,4,4-WD,Բենզին,2.4,Մոխրագույն,130000 կմ,Ավտոմատ,Լիաքարշակ
106,Infiniti, Տեղադրված է՝  29.09.2018, ID: 1830128,FX35 ,8 000 $,2004,,Կապույտ,,Սեդան,,Ձախ,,3.5 litr,Գազ,,,225000 կմ,Ավտոմատ,
107,GAZ, Տեղադրված է՝  29.09.2018, ID: 1830126,Газель ,1 800 $,2005,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Գազ,,,10 կմ,Մեխանիկական,
108,Honda, Տեղադրված է՝  29.09.2018, ID: 1830125,Elysion ,6 000 $,2006,"17""",Սև,5,Ունիվերսալ,168,Փոխված աջից ձախ,4,Super avto JAPAN,Բենզին,2.4,Սև,206000 կմ,Ավտոմատ,Առջևի
109,GAZ, Տեղադրված է՝  29.09.2018, ID: 1830095,ГАЗ ,3 000 $,2002,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,,Գազ,,,100000 կմ,Մեխանիկական,
110,Ford, Տեղադրված է՝  29.09.2018, ID: 1830090,Windstar ,4 000 $,2003,,Կանաչ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,3.8,Բենզին,,,130000 կմ,Ավտոմատ,
111,Honda, Տեղադրված է՝  29.09.2018, ID: 1830074,Fit ,3 200 $,2005,,Երկնագույն,,Հետչբեք,,Աջ,,,Բենզին,,,85000 կմ,Ավտոմատ,
112,Ford, Տեղադրված է՝  29.09.2018, ID: 1830022,Fusion ,10 800 $,2014,"20""",Սպիտակ,4,Սեդան,,Ձախ,,,Բենզին,2.5,Բեժ,103000 կմ,Ավտոմատ,Առջևի
113,Ford, Տեղադրված է՝  29.09.2018, ID: 1830004,Fusion ,12 000 $,2013,"17""",Սպիտակ,4,Սեդան,180,Ձախ,6,se,Բենզին,2.5,Սև,105000 կմ,Ավտոմատ,Առջևի
114,Honda, Տեղադրված է՝  29.09.2018, ID: 1829966,Elysion ,6 000 $,2005,,Սպիտակ,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,Rr1 shtap gerazanc vichak,Բենզին,,,126000 կմ,Ավտոմատ,
115,Honda, Տեղադրված է՝  29.09.2018, ID: 1829962,Elysion ,6 200 $,2006,,Սև,,Մինիվեն / Միկրոավտոբուս,,Ձախ,,Rr1 shtap gerazanc vichak,Բենզին,,,141000 կմ,Ավտոմատ,
116,Honda, Տեղադրված է՝  29.09.2018, ID: 1829961,Fit ,3 300 $,2005,"14""",Արծաթագույն,4,Հետչբեք,86,Աջ,8,1.3L,Բենզին,1.3,Մոխրագույն,131000 կմ,Ավտոմատ,Առջևի
117,Honda, Տեղադրված է՝  29.09.2018, ID: 1829954,Elysion ,6 500 $,2007,,Սև,,Ունիվերսալ,,Փոխված աջից ձախ,,,Բենզին,,,1000000 կմ,Ավտոմատ,
118,Honda, Տեղադրված է՝  29.09.2018, ID: 1829805,Accord ,15 500 $,2013,,Սև,,Սեդան,,Ձախ,,2.4,Բենզին,,,99000 մղոն,Ավտոմատ,
